servidor,anio,AR,BB,BO,BQ,BR,BZ,CL,CO,CR,CU,CW,DM,DO,EC,GF,GP,GT,GY,HN,HT,JM,KY,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,TT,UY,VC,VE,VI
A,2022,172.168798701299,0.0,0.0,0.0,137.905257142857,0.0,155.813506355932,120.545989795918,60.0311272727273,99.7291458333333,0.0,0.0,25.332375,122.77596969697,0.0,0.0,61.627,0.0,32.9320416666667,0.0,0.0,0.0,0.0,0.0,41.9477168674699,0.0,70.8868035714286,139.183617647059,31.0424090909091,151.337913043478,0.0,0.0,56.0247361111111,136.893542056075,0.0,50.90878,34.3797631578947
B,2012,188.650427710843,0.0,0.0,129.751515151515,219.025164739884,109.814088235294,167.547410596027,135.115921875,116.99993452381,0.0,118.148935897436,0.0,127.770568965517,0.0,0.0,0.0,92.9916666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.852428571429,0.0,0.0,0.0,225.92808041958,0.0,0.0,0.0
B,2013,208.500300505051,0.0,0.0,129.46575,211.743536639857,130.700897435897,184.944321232123,139.065058139535,129.102960784314,0.0,123.256804733728,0.0,114.237097560976,133.702277777778,0.0,0.0,97.5966666666666,0.0,0.0,0.0,112.696083333333,100.24590625,0.0,0.0,80.3296104166667,0.0,0.0,162.408666666667,0.0,249.1231875,155.097416666667,0.0,0.0,230.86462,0.0,123.053533333333,0.0
B,2014,196.309890372453,0.0,0.0,135.768818181818,206.327419654714,120.380071428571,182.723398931001,149.1275,126.007481060606,205.344555555556,123.712575757576,0.0,132.869277777778,185.271732394366,182.36976,133.408011904762,125.49539375,0.0,130.57277,0.0,124.30046031746,101.975922222222,0.0,155.333961538462,67.3966636904762,119.566972222222,0.0,201.768662790698,107.456733333333,185.818555555555,179.1515,98.09771875,163.120333333333,228.883160648148,0.0,136.232231707317,13.6670625
B,2015,215.544689819146,99.85125,118.09095,0.0,199.773876510462,118.546807692308,186.636645962733,135.569188172043,128.922532894737,181.006528571429,122.9136,0.0,120.887759515571,168.692085820895,194.802336956522,128.849600806452,117.402652439024,136.056410714286,132.250427631579,0.0,122.302726495726,102.791581395349,146.97525,134.888638888889,59.6838002873564,126.365035714286,144.2101875,144.814831313131,115.408388632873,227.543983606557,149.99312,121.485863354037,173.362982954545,215.982914512923,0.0,115.562184472934,14.9109087301587
B,2016,220.155877283558,119.034611111111,157.984034246575,0.0,198.316481990705,111.2143,187.340699390244,138.429336120401,118.628830645161,188.5805,127.444322834646,0.0,117.034291964996,160.947415354331,182.818541666667,147.661526785714,116.449409090909,144.638977272727,131.05081122449,123.332142857143,107.610331632653,94.1748222222222,137.615328947368,134.58008,60.165769675926,112.079833333333,102.353,143.722027675277,104.417242424242,225.82630078125,141.861891089109,118.493183823529,159.054843434343,217.270511627907,99.3772,142.488775449102,121.4753125
B,2017,201.970741474851,115.669582733813,173.578555762082,0.0,191.203547805642,100.582591666667,187.145882198953,129.441923986486,102.669397982063,187.634261904762,119.875916666667,0.0,110.143968970381,141.720833333333,151.979918604651,151.223256097561,99.9251287128713,0.0,95.434312182741,0.0,121.106885714286,92.4084565217391,138.526029411765,116.781265625,59.0460755555556,70.2084210526316,110.297422580645,152.852340694006,111.76044011976,214.524678733032,148.912004807692,105.784285714286,119.298413333333,217.096246312684,129.207775,131.242684126984,93.4828787878788
B,2018,184.450163250715,119.155811258278,157.910588495575,0.0,181.311999455338,97.969268,183.822406330197,113.029989583333,79.340175,154.238790697674,128.761307692308,125.6095,108.941134236453,116.475259408602,90.0800535714286,133.468357142857,99.7884691943128,0.0,80.0943806451613,87.8488235294118,136.011810810811,131.203144444444,144.887280487805,108.622282608696,59.8238699861687,113.9129125,101.998752427184,148.736154639175,108.035696428571,202.830764808362,150.144551724138,73.5833125,117.199166666667,215.427399328859,132.157394736842,95.7834207920793,94.9243942307693
B,2019,180.713294088176,99.4534607843137,152.322812969925,0.0,179.148399858653,109.307789400279,98.901781096563,104.457843073593,95.8198617647059,110.116267857143,153.407305343511,122.569291666667,138.912109076433,121.587512396694,120.865,172.057372727273,123.378276041667,0.0,121.625092307692,168.328,0.0,181.546875,126.454166666667,146.875054347826,94.8916950424005,112.488,92.3313490099009,145.769772727273,58.6154915966386,190.27999789916,149.005060606061,71.959474025974,150.23562195122,189.97525982906,130.818,77.1342895683454,112.042280487805
B,2020,160.805457511381,69.3577311827957,134.27741827768,0.0,139.927802145411,74.0476625,123.250525408348,92.0911365853659,81.4161209386282,93.46475,87.5760340909091,90.1035322580645,78.215557956778,81.3132265372169,131.226088235294,81.8331901408451,74.2313885714286,102.815166666667,81.0660316091954,152.611,0.0,58.5749,87.2710471698113,86.462044117647,83.93685,103.1458125,63.2021155913978,117.432515086207,59.4538711340206,168.544555555556,115.040621212121,34.5645111111111,74.9593055555556,156.971327526132,0.0,68.3029362244898,52.85171875
B,2021,142.385846412556,0.0,132.978975,0.0,129.658260869565,0.0,64.1956710758377,67.1857548076923,69.046684,85.3653260869565,0.0,0.0,53.5404948717948,91.7402361111111,0.0,0.0,73.6041954887218,0.0,54.1598125,0.0,0.0,0.0,0.0,0.0,73.2796326923078,0.0,77.7623833333333,113.944798507463,37.4656730769231,164.632015957447,0.0,0.0,69.824485915493,156.726504016064,0.0,43.7001831683168,46.6275520833333
B,2022,123.810532679739,0.0,0.0,0.0,124.554866666667,0.0,48.2176877934273,59.9682448979592,85.3380818181818,132.123145833333,0.0,0.0,46.4839017857143,101.377181818182,0.0,0.0,78.8465,0.0,52.6123333333333,0.0,0.0,0.0,0.0,0.0,74.7821144578313,0.0,96.0177321428571,77.9626470588235,32.1365,161.905208333333,0.0,0.0,70.4639722222223,112.751462962963,0.0,61.595801369863,54.2789210526316
C,2012,174.3564,0.0,0.0,77.1477121212121,173.805603448276,72.8292285714285,162.1444,120.264625,74.8102181818182,0.0,79.3702628205128,0.0,91.4771964285714,0.0,0.0,0.0,93.0416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.127428571429,0.0,0.0,0.0,195.139115384615,0.0,0.0,0.0
