ASN,Holder,Country,UN Regions,UN Sub-Regions,RIR Regions,Filtering,Anti-spoofing,Coordination,Global Validation IRR,Global Validation RPKI
269617,Solutions Telecom Provedor de Internet LTDA - ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269618,Link Uniao Telecom EIRELI - ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269619,NELSON NET,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269620,Tiago Campos Dos Santos,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269621,BANCO PAN S.A.,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269622,LUCIANA ARAUJO NUNES DE JESUS ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269623,Solange maria silva dantas me,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269624,DDR FIBRA OTICA SERVICO E COMERCIO DE TELECOMUNICA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269625,Via Internet Telecomunicacoes LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269626,Indaiafibra Networking Eireli,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269627,Exa Internet,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269628,Matheus dos santos,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269630,Jose Carlos Santana Junior-ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269631,AFC INFORMATICA & INTERNET,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269632,OpsTelecom Servico em Telecomunicacoes Ltda,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269633,LCE TELECOM,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269634,FIXTELL TELECOM NE LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269635,SC TELECOMUNICACOES LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269636,ACTIVEX TELECOMUNICACOES LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269637,INFOLAGOS TELECOMUNICACOES LTDA ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269638,SPEEDY TELECOM,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.5
269639,WORKSAT SERVICOS DE TELECOMUNICACOES,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269640,NETCITY TELECOM LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,1.0
269641,RURALNET BRASIL,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269642,MILENIUM TELECOMUNICACOES LTDA ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269643,CENTRAL NETWORKS E TECNLOGIA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269644,FORMOSA INTERNET E TELECOMUNICACOES LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269645,M K DOS ANJOS SILVA INFORMATICA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,0.67,0.0
269646,G4 Telecom Fibra,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269647,FROHLICH E FERREIRA LTDA ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269648,Nova Wifi,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,1.0
269649,R L DE LIMA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269650,ARK TELECOM LTDA - ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269651,NOVA REDE PROVEDORA DE INTERNET EIRELI,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269652,PORTAL SOLUCOES INTEGRADAS LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269653,NEW SOLUTION NET,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269654,J&J Net Telecomunicacoes LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,0.86,0.71
269655,CONECT FIBRA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269656,RK Telecom Provedor Internet LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.77
269657,MPLINE TELECOM LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269658,HUGS TELECOM,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269659,RD TORRESNET TELECOM LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269660,R.RODRIGUES VASCONCELOS TELECOM EIRELI,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269661,ONCITI SOLUCOES EM COMUNICACAO LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269662,TELE FIBRAS INTERNET BANDA LARGA LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269663,CONNECTLINK TECH,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269664,MAIS TELECOMUNICACOES LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.5
269665,LEKST TELECOM,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269666,LOOP TELECOM,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269667,Ronaldo Souza Correia -ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269668,NAZASEG TELECOM,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269670,VIACLIP INTERNET E TELECOMUNICACOES LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269671,MORAIS NET,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269672,RAUL GONcALO LEITE,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269673,LIBERCOM TECNOLOGIA EM COMUNICACAO LTDA - ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269674,PROVEDOR DE INTERNET EZER LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269675,SOFTEN INFORMATICA EIRELI,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269676,FORCA E ACAO SERVICOS DE TELECOMUNICACAO EIRELI,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269677,Gerson Cerqueira,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269678,NETGTI Internet e Telecomunicacoes Eireli,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269679,ASSOCIACAO NACIONAL DOS PROVEDORES DE INTERNET,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269680,TCL Cortez Servicoes en telecominicacoes,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269681,BEAM TELECOM IMP EXP LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269683,sirlene fidelis de maciel telecomunicacoes me,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269684,LANFIBRA TELECOMUNICACOES - EIRELI,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269685,NET SAO JOSE LDTA - ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269686,Marcos Duarte Tavares ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269687,Inova Teleinformatica Ltda ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269688,ITATIAIA INFORMATICA E TELECOMUNICACOES LTDA ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269689,LTINET PROVEDOR EIRELI,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269690,VILACONECTA SOLUCOES EM TECNOLOGIA LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269691,FIAIS & MELO NET INFORMATICA LTDA ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269692,DRS Tecnologia,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269693,CompetenceNet Informatica LTDA - ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269694,Calemas Comercio e Servicos Ltda-EPP,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269695,SYSTEMCOMP INFORMATICA E TELECOMUNICACAO EIRELI,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269696,KMS Network Telecom Ltda,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269698,INTERCLUB FIBRA TELECOM LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269699,LINAX SERVICOS DE TELECOMUNICACOES LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,1.0
269700,EVOLUTION PROVEDORES E INFORMATICA LTDA-ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269701,filipe roberto dos santos-me,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269702,CAMPINET INTERNET VIA RADIO EIRELI,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269703,ANTONIO C C DOS SANTOS,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269704,G DE OLIVEIRA LIMA SERVICOS DE TELECOMUNICOES,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269705,Jms Telecom,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269706,VEXTEL SERVICOS DE TELECOMUNICACOES LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269707,Prata Telecom,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269708,EMERSON PALMEIRA FIGUEIREDO-ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,1.0
269709,FIBERNET ESPECIALIZADOS EM INTERNET LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269710,GIGA NET SERVICOS DE INTERNET LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269711,MIX PROVEDOR DE INTERNET LTDA ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269712,OCTA TELECOM,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,1.0
269713,AP CONNECT TELECOM,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269714,vipfiber telecom LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269715,INFINITYGO TELECOM LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269716,Portal de documentos SA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269717,RAPIDEXNET LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269718,RODRIGO VASQUES SANTOS,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269719,GN TELECOM,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269720,Amd Telecom - Provedor de Internet,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269721,A. CHAVES DOS SANTOS COMERCIO,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269722,A2M Tecnologia em Internet,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269723,FIBRANET TECNOLOGIA LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269724,HF TELECOMUNICACOES EIRELI,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
269725,ACAS TECNOLOGIAS S.A.,PY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269726,CHAMORRO ELADIO OSCAR PROXY-AR,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269727,LUJAN LOZA RAMIRO ANTONIO GREGORES VISION,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
269728,DECERET CIA. LTDA.,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269729,GRUPO MULTICABLES DE CORTES S.R.L de C.V,HN,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269730,TECNOVEN SERVICES CA,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.26
269731,Liz Carolina Zavala Martinez Link Telecomunicaciones,PY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269732,WUIPI TECH CA,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269733,INTERPIT TELECOMUNICACIONES LTDA,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,1.0
269734,CABLE VISION POR SATELITE S.A. DE C.V.,SV,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269735,KALU DE COLOMBIA SAS,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269736,PACIFIC NETWORK COMMUNICATION S.A.,PA,Americas,Latin America and the Caribbean,LACNIC,1.0,1.0,1,1.0,1.0
269737,QUALITY NET JM S.A.S. ZOMAC,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269738,CHIRCALNET TELECOM,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269739,UBI NETWORKING S.A. UBIRED,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,1.0
269741,INVERSIONES RED NET 2030,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269742,AVIDTEL E.U.,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269743,UNIMOS EMPRESA MUNICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269745,PLUS NETWORKS,GT,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269746,Tierranet S.A.S.,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269747,BENTO IVAN GABRIELIPCOMS NETWORKS,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269748,MOSSO Y ASOCIADOS SOCIEDAD ANONIMA CABLE DIGITAL DEL ESTE,PY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269749,NETCOM PLUS,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.67
269750,Gandalf Comunicaciones C.A.,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.59,0.18
269751,INTERMAX S.A.C.,PE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
269752,Colsecor Cooperativa Limitada,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269753,ALLARIA LEDESMA Y CIA S A,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269754,COOPERATIVA DE PROVISION DE ELECTRICIDAD Y OTROS SERVICIOS PUBLICOS Y VIVIENDA DE MOQUEHUA LIMITADA,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269755,ODATA COLOMBIA SAS,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269756,REDECOM,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,1.0
269757,URCHIPIA FERNANDO DIEGOCYBERIA INTERNET,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269758,EDUALIANZA,PA,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269759,BELLA VISTA SAT S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,1.0
269761,CAVNET S.A.,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269762,Urunet SRL,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,1.0
269763,JOSE MARIA DELPINOTELMIIX,PY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269764,DANAIDE S A,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269766,CONSEJO DE LA MAGISTRATURA,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
269767,JOMNUK GASTON FLABIANINTERSAT,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
269768,GUAZU GROUP S.R.L.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269769,SERVICABLE S.A. DE C.V.,SV,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269771,PRINTER-NET-SERVICE,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269773,OROCOM S.A.C.,PE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
269774,HOSTNET SPA,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269776,GLOBALWEB S.R.L.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269777,GRUPO LUMA SAS,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269778,FE-NET REDES INHALAMBRICAS S.R.L,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269779,CABLE A TIERRA S.R.L.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269780,INTESA S. DE R.L.,HN,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269781,HERRERA HORACIO HERNAN,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
269782,NETWORK SPEED C.A,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269783,WIND NET S.A.,PY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.75
269784,UNIVERSIDAD PROVINCIAL DEL SUDOESTE UPSO,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269785,LAPRIDA GLOBAL SERVICES S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,1.0
269786,AIREDATA SRL,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.33
269787,ASOCIACION CAMARA DE INFOCOMUNICACION Y TECNOLOGIA,CR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
269788,DISTRIBUIDORA OFIC TECH DE VENEZUELA C.A.,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269790,UNIVERSIDAD CATOLICA DE CUENCA,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269791,ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269792,UNIVERSIDAD TECNOLOGICA INDOAMERICA,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269793,INVERSIONES HEMALASS LIMITADA HEMANET,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269794,GRUPO SPEED NET SOCIEDAD ANONIMA,PY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269795,MLV SA,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269796,JIREH WAN SAS,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
269797,LOCH TEL SRL GOLOCHTEL,BO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269798,BARTOLOME NICOLAS MATIAS NBNET,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269799,GENOVEZ TOBAR CARLOS ANDRES NOCTELECOM,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269800,NTERCONEXION HN S.A,HN,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.8
269801,MINISTERIO DE HACIENDA Y FINANZAS,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
269802,COOPERATIVA DE SERVICIOS TELEFONICOS Y OTROS SERVICIOS PUBLICOS DE CATRIEL LTDA,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269803,INVENTA TELECOMUNICACIONES EIRL,PE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269804,SEPCOM COMUNICACIONES SAS,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269805,MEDIA COMMERCE MEDCOMM S.A,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.2,1.0
269806,PEREZ TITO JULIO CESARFASTNETT,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269807,SUMINISTROS OBRAS Y SISTEMAS,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269808,COOP DE PROVISION DE SERVICIOS DE OBRAS AGUA POTABLE Y OTROS PUB DE J B ALBERDI,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269809,ESTRELLA JORGE ALBERTO GLOBALWIFI,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269810,SM COMUNICACIONES S.R.L.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269811,IMPORTACIONES Y EXPORTACIONES C.L.K. S.A.C,PE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
269813,COOP DE ELECTRICIDAD OBRAS Y SERVICIOS PUB LTDA DE CORONEL MOLDES,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,1.0
269814,PROLUX COMSER S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269815,RED 4G,SV,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269816,TELE MON,DO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.2
269817,Cooperativa de Electricidad Obras y Serv Publicos Cred y Anexos de Trenel Limitada,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269818,RUIZ SEBASTIAN ALEJANDROMIWIFI,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269819,LE PERA SERGIO PATRICIONEO,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269820,FULL DATA COMUNICACIONES C.A.,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.43
269822,COLOMBIA MAS TV S.A.S,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269823,COOPERATIVA AGUA POTABLE,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
269825,UNIVERSIDAD DE LAS AMERICAS,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269826,MEGA ANDINA TV E.I.R.L.,PE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269827,VIGINET C.A,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269828,WI-PLUS SPA,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269829,MARACAIBO NET C.A,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269830,Javier Eduardo Mayorga GarridoNETS,GT,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269831,SERVICIO DE TELECOMUNICACIONES OROBLA S. A,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269832,MDS TELECOM C.A.,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.4
269833,ENRIQUE JUAN MANUEL INNOVAR INTERNET ,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,1.0
269834,LOPEZ CRISTIAN LEONARDO,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269835,ENERSE S.A.P.E.M,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
269836,TERABYTE COMUNICACIONES S.A.S,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269838,MENA CORNEJO HECTOR ELIAS TECMESH,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.83,0.67
269839,C & R S.R.L.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269840,SUPERWIFI DE GUATEMALA S.A,GT,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269841,COMNET TELECOM CRP,CR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
269843,BANTEL SAC,PE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.5,0.0
269844,UNIVERSIDAD NACIONAL DEL CHIMBORAZO,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269845,DEPARTAMENTO DE CALDAS,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
269846,T.V ZAMORA,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269847,LA PROVIDENCIA S.R.L,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
269848,UNIVERSIDAD REGIONAL AMAZONICA IKIAM,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269849,KWEB SRL,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,1.0
269850,AGENCIA NACIONAL DE HIDROCARBUROS,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269851,JARA PEDRO JAVIERULTRAWIFI,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269852,LOJANOS TELECOMUNICACIONES ASTRONETV CIA. LTDA,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269853,CBVISION S.A.,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
269854,LILA SUSANA FERREYRALA CUMBRE TV,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
