ASN,Location (country),TOTAL bias (selected),rank,metric,asn,af,nbsamples,asn_name,cc
28345,BR,-1.37,,,,,,,
26162,BR,-1.35,,,,,,,
61524,CL,-1.27,,,,,,,
263290,BR,-1.2300000000000002,,,,,,,
271579,BR,-1.2200000000000002,,,,,,,
271723,BR,-1.2200000000000002,,,,,,,
271768,BR,-1.2200000000000002,,,,,,,
272501,BR,-1.2200000000000002,,,,,,,
272597,BR,-1.2200000000000002,,,,,,,
272618,BR,-1.2200000000000002,,,,,,,
52992,BR,-1.2,,,,,,,
271619,BR,-1.1700000000000002,,,,,,,
270531,BR,-1.1700000000000002,,,,,,,
272462,BR,-1.16,,,,,,,
28247,BR,-1.16,,,,,,,
267054,BR,-1.09,,,,,,,
271417,BR,-1.09,,,,,,,
267322,BR,-1.08,,,,,,,
269346,BR,-1.07,,,,,,,
27785,SV,-1.06,,,,,,,
270622,BR,-1.05,,,,,,,
263122,BR,-1.04,,,,,,,
263889,BR,-1.04,,,,,,,
265236,BR,-1.04,,,,,,,
267255,BR,-1.04,,,,,,,
267266,BR,-1.04,,,,,,,
267630,BR,-1.04,,,,,,,
271155,BR,-1.04,,,,,,,
262897,BR,-1.04,,,,,,,
262997,BR,-1.04,,,,,,,
270420,BR,-1.04,,,,,,,
271682,BR,-1.04,,,,,,,
265074,BR,-1.03,,,,,,,
10391,PA,-1.03,,,,,,,
264313,BR,-1.02,,,,,,,
265200,BR,-1.02,,,,,,,
266633,BR,-1.02,,,,,,,
268749,BR,-1.02,,,,,,,
61741,BR,-1.02,,,,,,,
265109,BR,-1.01,,,,,,,
266068,BR,-1.01,,,,,,,
267525,BR,-1.01,,,,,,,
268433,BR,-1.01,,,,,,,
267159,BR,-1.0,,,,,,,
269268,BR,-1.0,,,,,,,
263964,BR,-1.0,,,,,,,
270950,BR,-0.99,,,,,,,
269007,BR,-0.99,,,,,,,
269069,BR,-0.99,,,,,,,
271357,BR,-0.99,,,,,,,
272568,BR,-0.99,,,,,,,
266066,BR,-0.99,,,,,,,
268938,BR,-0.99,,,,,,,
52269,CO,-0.99,,,,,,,
61594,BR,-0.99,,,,,,,
264083,BR,-0.98,,,,,,,
264375,BR,-0.98,,,,,,,
268237,BR,-0.98,,,,,,,
268256,BR,-0.98,,,,,,,
271337,BR,-0.97,,,,,,,
61735,BR,-0.97,,,,,,,
264893,BR,-0.97,,,,,,,
267101,BR,-0.97,,,,,,,
271541,BR,-0.97,,,,,,,
61749,BR,-0.97,,,,,,,
270398,BR,-0.96,,,,,,,
270685,BR,-0.96,,,,,,,
268961,BR,-0.96,,,,,,,
267114,BR,-0.96,,,,,,,
270365,BR,-0.96,,,,,,,
270268,BR,-0.9500000000000002,,,,,,,
263408,BR,-0.95,,,,,,,
264533,BR,-0.95,,,,,,,
264894,BR,-0.95,,,,,,,
264975,BR,-0.95,,,,,,,
265257,BR,-0.95,,,,,,,
265486,BR,-0.95,,,,,,,
266204,BR,-0.95,,,,,,,
266229,BR,-0.95,,,,,,,
266479,BR,-0.95,,,,,,,
266572,BR,-0.95,,,,,,,
266597,BR,-0.95,,,,,,,
267052,BR,-0.95,,,,,,,
267068,BR,-0.95,,,,,,,
267090,BR,-0.95,,,,,,,
267306,BR,-0.95,,,,,,,
267309,BR,-0.95,,,,,,,
267518,BR,-0.95,,,,,,,
267537,BR,-0.95,,,,,,,
267631,BR,-0.95,,,,,,,
267963,BR,-0.95,,,,,,,
268031,BR,-0.95,,,,,,,
268033,BR,-0.95,,,,,,,
268095,BR,-0.95,,,,,,,
268130,BR,-0.95,,,,,,,
268135,BR,-0.95,,,,,,,
269340,BR,-0.95,,,,,,,
269505,BR,-0.95,,,,,,,
269713,BR,-0.95,,,,,,,
270496,BR,-0.95,,,,,,,
270555,BR,-0.95,,,,,,,
270569,BR,-0.95,,,,,,,
270713,BR,-0.95,,,,,,,
270840,BR,-0.95,,,,,,,
270937,BR,-0.95,,,,,,,
271128,BR,-0.95,,,,,,,
271575,BR,-0.95,,,,,,,
11644,BR,-0.95,,,,,,,
264867,BR,-0.95,,,,,,,
264917,BR,-0.95,,,,,,,
28175,BR,-0.95,,,,,,,
266415,BR,-0.95,,,,,,,
266594,BR,-0.95,,,,,,,
267040,BR,-0.95,,,,,,,
267369,BR,-0.95,,,,,,,
267564,BR,-0.95,,,,,,,
269010,BR,-0.95,,,,,,,
269055,BR,-0.95,,,,,,,
269186,BR,-0.95,,,,,,,
269663,BR,-0.95,,,,,,,
269677,BR,-0.95,,,,,,,
270415,BR,-0.95,,,,,,,
270453,BR,-0.95,,,,,,,
270875,BR,-0.95,,,,,,,
270886,BR,-0.95,,,,,,,
52577,BR,-0.95,,,,,,,
52633,BR,-0.95,,,,,,,
270995,BR,-0.95,,,,,,,
52882,BR,-0.95,,,,,,,
52910,BR,-0.95,,,,,,,
53011,BR,-0.95,,,,,,,
271061,BR,-0.95,,,,,,,
271132,BR,-0.95,,,,,,,
271189,BR,-0.95,,,,,,,
61677,BR,-0.95,,,,,,,
61771,BR,-0.95,,,,,,,
61831,BR,-0.95,,,,,,,
61853,BR,-0.95,,,,,,,
265007,BR,-0.95,,,,,,,
267331,BR,-0.95,,,,,,,
268353,BR,-0.95,,,,,,,
268196,BR,-0.95,,,,,,,
264229,BR,-0.94,,,,,,,
267335,BR,-0.94,,,,,,,
271388,BR,-0.94,,,,,,,
52820,BR,-0.94,,,,,,,
266742,VE,-0.94,,,,,,,
270630,BR,-0.94,,,,,,,
265437,BR,-0.94,,,,,,,
269039,BR,-0.94,,,,,,,
272248,BR,-0.93,,,,,,,
267538,BR,-0.93,,,,,,,
271045,BR,-0.93,,,,,,,
265538,MX,-0.9200000000000002,,,,,,,
263030,BR,-0.92,,,,,,,
266107,BR,-0.92,,,,,,,
267087,BR,-0.92,,,,,,,
267146,BR,-0.92,,,,,,,
267184,BR,-0.92,,,,,,,
270922,BR,-0.92,,,,,,,
12136,BR,-0.92,,,,,,,
267009,BR,-0.92,,,,,,,
268477,BR,-0.92,,,,,,,
268672,BR,-0.92,,,,,,,
271656,BR,-0.92,,,,,,,
266063,BR,-0.92,,,,,,,
272450,BR,-0.91,,,,,,,
264108,BR,-0.91,,,,,,,
266071,BR,-0.91,,,,,,,
262486,BR,-0.91,,,,,,,
262541,BR,-0.91,,,,,,,
262551,BR,-0.91,,,,,,,
262656,BR,-0.91,,,,,,,
263280,BR,-0.91,,,,,,,
263304,BR,-0.91,,,,,,,
263664,BR,-0.91,,,,,,,
263924,BR,-0.91,,,,,,,
264079,BR,-0.91,,,,,,,
264125,BR,-0.91,,,,,,,
264312,BR,-0.91,,,,,,,
264333,BR,-0.91,,,,,,,
264414,BR,-0.91,,,,,,,
264473,BR,-0.91,,,,,,,
264484,BR,-0.91,,,,,,,
264557,BR,-0.91,,,,,,,
264982,BR,-0.91,,,,,,,
265140,BR,-0.91,,,,,,,
265146,BR,-0.91,,,,,,,
265199,BR,-0.91,,,,,,,
265291,BR,-0.91,,,,,,,
265346,BR,-0.91,,,,,,,
265366,BR,-0.91,,,,,,,
265461,BR,-0.91,,,,,,,
266029,BR,-0.91,,,,,,,
266074,BR,-0.91,,,,,,,
266115,BR,-0.91,,,,,,,
266133,BR,-0.91,,,,,,,
266158,BR,-0.91,,,,,,,
266550,BR,-0.91,,,,,,,
266603,BR,-0.91,,,,,,,
267071,BR,-0.91,,,,,,,
267093,BR,-0.91,,,,,,,
267136,BR,-0.91,,,,,,,
267267,BR,-0.91,,,,,,,
267296,BR,-0.91,,,,,,,
267466,BR,-0.91,,,,,,,
267468,BR,-0.91,,,,,,,
268019,BR,-0.91,,,,,,,
268035,BR,-0.91,,,,,,,
268082,BR,-0.91,,,,,,,
268092,BR,-0.91,,,,,,,
268286,BR,-0.91,,,,,,,
268314,BR,-0.91,,,,,,,
268365,BR,-0.91,,,,,,,
268396,BR,-0.91,,,,,,,
268569,BR,-0.91,,,,,,,
268594,BR,-0.91,,,,,,,
268687,BR,-0.91,,,,,,,
268790,BR,-0.91,,,,,,,
269064,BR,-0.91,,,,,,,
269077,BR,-0.91,,,,,,,
269078,BR,-0.91,,,,,,,
269100,BR,-0.91,,,,,,,
269149,BR,-0.91,,,,,,,
269276,BR,-0.91,,,,,,,
269415,BR,-0.91,,,,,,,
269579,BR,-0.91,,,,,,,
269584,BR,-0.91,,,,,,,
270269,BR,-0.91,,,,,,,
270332,BR,-0.91,,,,,,,
270334,BR,-0.91,,,,,,,
270507,BR,-0.91,,,,,,,
270845,BR,-0.91,,,,,,,
271090,BR,-0.91,,,,,,,
271434,BR,-0.91,,,,,,,
271480,BR,-0.91,,,,,,,
271484,BR,-0.91,,,,,,,
271605,BR,-0.91,,,,,,,
262483,BR,-0.91,,,,,,,
262739,BR,-0.91,,,,,,,
11284,BR,-0.91,,,,,,,
263286,BR,-0.91,,,,,,,
263580,BR,-0.91,,,,,,,
263910,BR,-0.91,,,,,,,
265203,BR,-0.91,,,,,,,
265386,BR,-0.91,,,,,,,
28619,BR,-0.91,,,,,,,
266362,BR,-0.91,,,,,,,
267017,BR,-0.91,,,,,,,
267528,BR,-0.91,,,,,,,
267550,BR,-0.91,,,,,,,
267937,BR,-0.91,,,,,,,
267946,BR,-0.91,,,,,,,
268284,BR,-0.91,,,,,,,
268388,BR,-0.91,,,,,,,
268391,BR,-0.91,,,,,,,
268513,BR,-0.91,,,,,,,
268514,BR,-0.91,,,,,,,
268718,BR,-0.91,,,,,,,
268733,BR,-0.91,,,,,,,
268810,BR,-0.91,,,,,,,
268899,BR,-0.91,,,,,,,
269056,BR,-0.91,,,,,,,
269065,BR,-0.91,,,,,,,
269067,BR,-0.91,,,,,,,
269108,BR,-0.91,,,,,,,
269192,BR,-0.91,,,,,,,
269623,BR,-0.91,,,,,,,
270274,BR,-0.91,,,,,,,
270391,BR,-0.91,,,,,,,
270426,BR,-0.91,,,,,,,
270699,BR,-0.91,,,,,,,
270718,BR,-0.91,,,,,,,
270722,BR,-0.91,,,,,,,
270725,BR,-0.91,,,,,,,
270740,BR,-0.91,,,,,,,
270885,BR,-0.91,,,,,,,
52540,BR,-0.91,,,,,,,
52773,BR,-0.91,,,,,,,
271017,BR,-0.91,,,,,,,
53004,BR,-0.91,,,,,,,
271072,BR,-0.91,,,,,,,
53149,BR,-0.91,,,,,,,
53232,BR,-0.91,,,,,,,
271134,BR,-0.91,,,,,,,
271463,BR,-0.91,,,,,,,
61590,BR,-0.91,,,,,,,
61639,BR,-0.91,,,,,,,
61701,BR,-0.91,,,,,,,
61705,BR,-0.91,,,,,,,
266049,BR,-0.91,276.0,ip_hops,266049.0,6,900.0,Rede.com Telecom Ltda - ME,BR
264180,BR,-0.9000000000000001,,,,,,,
265023,BR,-0.9000000000000001,,,,,,,
265488,BR,-0.9000000000000001,,,,,,,
268366,BR,-0.9000000000000001,,,,,,,
268408,BR,-0.9000000000000001,,,,,,,
271597,BR,-0.9000000000000001,,,,,,,
263022,BR,-0.9000000000000001,,,,,,,
265994,BR,-0.9000000000000001,,,,,,,
269139,BR,-0.9000000000000001,,,,,,,
269608,BR,-0.9000000000000001,,,,,,,
264339,BR,-0.9,,,,,,,
264411,BR,-0.9,,,,,,,
265222,BR,-0.9,,,,,,,
265911,BR,-0.9,,,,,,,
268784,BR,-0.9,,,,,,,
269548,BR,-0.9,,,,,,,
269600,BR,-0.9,,,,,,,
271350,BR,-0.9,,,,,,,
10906,BR,-0.9,,,,,,,
263059,BR,-0.9,,,,,,,
14650,BR,-0.9,,,,,,,
265485,BR,-0.9,,,,,,,
265906,BR,-0.9,,,,,,,
52528,BR,-0.9,,,,,,,
52731,BR,-0.9,,,,,,,
52964,BR,-0.9,,,,,,,
53073,BR,-0.9,,,,,,,
61903,BR,-0.9,,,,,,,
267361,BR,-0.8900000000000001,,,,,,,
270703,BR,-0.8900000000000001,,,,,,,
266487,BR,-0.8900000000000001,,,,,,,
61579,BR,-0.8900000000000001,,,,,,,
263081,BR,-0.89,,,,,,,
264062,BR,-0.89,,,,,,,
270545,BR,-0.89,,,,,,,
270849,BR,-0.89,,,,,,,
265450,BR,-0.89,,,,,,,
267534,BR,-0.89,,,,,,,
52649,BR,-0.89,,,,,,,
52997,BR,-0.89,,,,,,,
272031,CL,-0.8899999999999999,,,,,,,
271320,BR,-0.8800000000000001,,,,,,,
262217,CR,-0.88,,,,,,,
263491,BR,-0.88,,,,,,,
263845,BR,-0.88,,,,,,,
264008,BR,-0.88,,,,,,,
264107,BR,-0.88,,,,,,,
264214,BR,-0.88,253.0,ip_hops,264214.0,6,1134.0,Guaptel-Net Telecom,BR
265998,BR,-0.88,,,,,,,
266575,BR,-0.88,,,,,,,
267264,BR,-0.88,,,,,,,
267287,BR,-0.88,,,,,,,
267445,BR,-0.88,,,,,,,
267971,BR,-0.88,,,,,,,
268125,BR,-0.88,,,,,,,
268406,BR,-0.88,,,,,,,
268484,BR,-0.88,,,,,,,
268761,BR,-0.88,,,,,,,
268797,BR,-0.88,,,,,,,
269360,BR,-0.88,,,,,,,
269421,BR,-0.88,,,,,,,
269504,BR,-0.88,,,,,,,
264155,BR,-0.88,,,,,,,
265429,BR,-0.88,,,,,,,
266975,BR,-0.88,,,,,,,
267390,BR,-0.88,,,,,,,
267669,BR,-0.88,,,,,,,
268995,BR,-0.88,,,,,,,
269287,BR,-0.88,,,,,,,
269400,BR,-0.88,,,,,,,
269601,BR,-0.88,,,,,,,
270661,BR,-0.88,,,,,,,
52665,BR,-0.88,,,,,,,
52860,BR,-0.88,,,,,,,
271160,BR,-0.88,,,,,,,
61642,BR,-0.88,,,,,,,
61657,BR,-0.88,,,,,,,
262495,BR,-0.8700000000000001,,,,,,,
262549,BR,-0.8700000000000001,,,,,,,
263926,BR,-0.8700000000000001,,,,,,,
264220,BR,-0.8700000000000001,,,,,,,
264566,BR,-0.8700000000000001,,,,,,,
265478,BR,-0.8700000000000001,,,,,,,
266598,BR,-0.8700000000000001,,,,,,,
267113,BR,-0.8700000000000001,,,,,,,
267357,BR,-0.8700000000000001,,,,,,,
268779,BR,-0.8700000000000001,,,,,,,
270263,BR,-0.8700000000000001,,,,,,,
270331,BR,-0.8700000000000001,,,,,,,
271489,BR,-0.8700000000000001,,,,,,,
263538,BR,-0.8700000000000001,,,,,,,
265204,BR,-0.8700000000000001,,,,,,,
265483,BR,-0.8700000000000001,,,,,,,
265924,BR,-0.8700000000000001,,,,,,,
266429,BR,-0.8700000000000001,,,,,,,
270668,BR,-0.8700000000000001,,,,,,,
271257,BR,-0.8700000000000001,,,,,,,
61941,BR,-0.8700000000000001,,,,,,,
264353,BR,-0.87,,,,,,,
265052,BR,-0.87,,,,,,,
267410,BR,-0.87,,,,,,,
267502,BR,-0.87,,,,,,,
268421,BR,-0.87,,,,,,,
268673,BR,-0.87,,,,,,,
270400,BR,-0.87,,,,,,,
61571,BR,-0.87,,,,,,,
262304,BR,-0.8600000000000001,,,,,,,
262357,BR,-0.8600000000000001,,,,,,,
262452,BR,-0.8600000000000001,,,,,,,
263015,BR,-0.8600000000000001,,,,,,,
264974,BR,-0.8600000000000001,,,,,,,
266301,BR,-0.8600000000000001,,,,,,,
266324,BR,-0.8600000000000001,,,,,,,
266554,BR,-0.8600000000000001,,,,,,,
267080,BR,-0.8600000000000001,,,,,,,
267320,BR,-0.8600000000000001,,,,,,,
267418,BR,-0.8600000000000001,,,,,,,
267512,BR,-0.8600000000000001,,,,,,,
268080,BR,-0.8600000000000001,,,,,,,
268117,BR,-0.8600000000000001,,,,,,,
268302,BR,-0.8600000000000001,,,,,,,
268764,BR,-0.8600000000000001,,,,,,,
268821,BR,-0.8600000000000001,,,,,,,
268824,BR,-0.8600000000000001,,,,,,,
268905,BR,-0.8600000000000001,,,,,,,
269063,BR,-0.8600000000000001,,,,,,,
269115,BR,-0.8600000000000001,,,,,,,
269127,BR,-0.8600000000000001,,,,,,,
269269,BR,-0.8600000000000001,,,,,,,
270463,BR,-0.8600000000000001,,,,,,,
270727,BR,-0.8600000000000001,,,,,,,
270851,BR,-0.8600000000000001,,,,,,,
271395,BR,-0.8600000000000001,,,,,,,
262741,BR,-0.8600000000000001,,,,,,,
265231,BR,-0.8600000000000001,,,,,,,
265898,BR,-0.8600000000000001,,,,,,,
267020,BR,-0.8600000000000001,,,,,,,
267038,BR,-0.8600000000000001,,,,,,,
268447,BR,-0.8600000000000001,,,,,,,
268526,BR,-0.8600000000000001,,,,,,,
268716,BR,-0.8600000000000001,,,,,,,
268870,BR,-0.8600000000000001,,,,,,,
269164,BR,-0.8600000000000001,,,,,,,
269226,BR,-0.8600000000000001,,,,,,,
270655,BR,-0.8600000000000001,,,,,,,
52786,BR,-0.8600000000000001,,,,,,,
264133,BR,-0.86,,,,,,,
266031,BR,-0.86,,,,,,,
267271,BR,-0.86,,,,,,,
269124,BR,-0.86,,,,,,,
265414,BR,-0.86,,,,,,,
267543,BR,-0.86,,,,,,,
269313,BR,-0.86,,,,,,,
52845,BR,-0.86,,,,,,,
262789,BR,-0.8500000000000001,,,,,,,
264948,BR,-0.8500000000000001,,,,,,,
265888,BR,-0.8500000000000001,,,,,,,
266124,BR,-0.8500000000000001,,,,,,,
266503,BR,-0.8500000000000001,,,,,,,
266607,BR,-0.8500000000000001,,,,,,,
267425,BR,-0.8500000000000001,,,,,,,
268280,BR,-0.8500000000000001,,,,,,,
268288,BR,-0.8500000000000001,,,,,,,
268892,BR,-0.8500000000000001,,,,,,,
269046,BR,-0.8500000000000001,,,,,,,
269137,BR,-0.8500000000000001,,,,,,,
269254,BR,-0.8500000000000001,,,,,,,
270280,BR,-0.8500000000000001,,,,,,,
270653,BR,-0.8500000000000001,,,,,,,
264140,BR,-0.8500000000000001,,,,,,,
264862,BR,-0.8500000000000001,,,,,,,
268490,BR,-0.8500000000000001,,,,,,,
268582,BR,-0.8500000000000001,,,,,,,
270538,BR,-0.8500000000000001,,,,,,,
270694,BR,-0.8500000000000001,788.0,ip_hops,270694.0,6,1115.0,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI,BR
52589,BR,-0.8500000000000001,,,,,,,
52797,BR,-0.8500000000000001,,,,,,,
53084,BR,-0.8500000000000001,,,,,,,
271674,BR,-0.8500000000000001,,,,,,,
271700,BR,-0.8500000000000001,,,,,,,
61726,BR,-0.8500000000000001,,,,,,,
266222,BR,-0.85,,,,,,,
267396,BR,-0.85,,,,,,,
270678,BR,-0.85,,,,,,,
264233,BR,-0.85,,,,,,,
268540,BR,-0.85,,,,,,,
270583,BR,-0.85,,,,,,,
269385,BR,-0.8400000000000001,,,,,,,
269705,BR,-0.8400000000000001,,,,,,,
270573,BR,-0.8400000000000001,,,,,,,
270949,BR,-0.8400000000000001,,,,,,,
13522,BR,-0.8400000000000001,,,,,,,
263968,BR,-0.8400000000000001,,,,,,,
28193,BR,-0.8400000000000001,,,,,,,
28230,BR,-0.8400000000000001,,,,,,,
52611,BR,-0.8400000000000001,,,,,,,
263075,BR,-0.84,,,,,,,
266151,BR,-0.84,,,,,,,
266387,BR,-0.84,762.0,ip_hops,266387.0,6,1144.0,World Fast Telecomunicacoes ME,BR
266392,BR,-0.84,,,,,,,
269706,BR,-0.84,,,,,,,
270730,BR,-0.84,,,,,,,
270935,BR,-0.84,,,,,,,
271869,CL,-0.84,,,,,,,
265018,BR,-0.84,,,,,,,
268563,BR,-0.84,,,,,,,
262881,BR,-0.8300000000000001,,,,,,,
263156,BR,-0.8300000000000001,,,,,,,
263608,BR,-0.8300000000000001,1306.0,ip_hops,263608.0,6,947.0,WSNET TELECOM LTDA ME,BR
263858,BR,-0.8300000000000001,,,,,,,
263979,BR,-0.8300000000000001,,,,,,,
264145,BR,-0.8300000000000001,,,,,,,
264248,BR,-0.8300000000000001,,,,,,,
264323,BR,-0.8300000000000001,,,,,,,
264365,BR,-0.8300000000000001,,,,,,,
264958,BR,-0.8300000000000001,,,,,,,
264968,BR,-0.8300000000000001,,,,,,,
265095,BR,-0.8300000000000001,,,,,,,
265383,BR,-0.8300000000000001,,,,,,,
265948,BR,-0.8300000000000001,,,,,,,
266081,BR,-0.8300000000000001,,,,,,,
266118,BR,-0.8300000000000001,,,,,,,
266171,BR,-0.8300000000000001,,,,,,,
266313,BR,-0.8300000000000001,,,,,,,
266389,BR,-0.8300000000000001,,,,,,,
266739,AR,-0.8300000000000001,,,,,,,
267115,BR,-0.8300000000000001,,,,,,,
267181,BR,-0.8300000000000001,,,,,,,
267300,BR,-0.8300000000000001,,,,,,,
267308,BR,-0.8300000000000001,,,,,,,
268043,BR,-0.8300000000000001,,,,,,,
268171,BR,-0.8300000000000001,,,,,,,
268182,BR,-0.8300000000000001,,,,,,,
268352,BR,-0.8300000000000001,,,,,,,
269213,BR,-0.8300000000000001,,,,,,,
269274,BR,-0.8300000000000001,,,,,,,
269552,BR,-0.8300000000000001,,,,,,,
270760,BR,-0.8300000000000001,,,,,,,
270923,BR,-0.8300000000000001,,,,,,,
271148,BR,-0.8300000000000001,,,,,,,
262344,BR,-0.8300000000000001,,,,,,,
262981,BR,-0.8300000000000001,,,,,,,
16701,AR,-0.8300000000000001,,,,,,,
263944,BR,-0.8300000000000001,,,,,,,
264999,BR,-0.8300000000000001,,,,,,,
265243,BR,-0.8300000000000001,,,,,,,
265388,BR,-0.8300000000000001,,,,,,,
265391,BR,-0.8300000000000001,,,,,,,
265392,BR,-0.8300000000000001,,,,,,,
26606,BR,-0.8300000000000001,,,,,,,
265932,BR,-0.8300000000000001,,,,,,,
28232,BR,-0.8300000000000001,,,,,,,
266144,BR,-0.8300000000000001,,,,,,,
266328,BR,-0.8300000000000001,,,,,,,
266410,BR,-0.8300000000000001,,,,,,,
266941,BR,-0.8300000000000001,,,,,,,
267197,BR,-0.8300000000000001,,,,,,,
267236,BR,-0.8300000000000001,,,,,,,
269044,BR,-0.8300000000000001,,,,,,,
269171,BR,-0.8300000000000001,,,,,,,
269199,BR,-0.8300000000000001,,,,,,,
269626,BR,-0.8300000000000001,,,,,,,
270281,BR,-0.8300000000000001,,,,,,,
270352,BR,-0.8300000000000001,,,,,,,
270465,BR,-0.8300000000000001,,,,,,,
270609,BR,-0.8300000000000001,259.0,as_path_length,270609.0,6,864.0,HD TELECOM BRASIL,BR
52410,AR,-0.8300000000000001,,,,,,,
52578,BR,-0.8300000000000001,,,,,,,
52596,BR,-0.8300000000000001,,,,,,,
52640,BR,-0.8300000000000001,,,,,,,
52692,BR,-0.8300000000000001,,,,,,,
53010,BR,-0.8300000000000001,,,,,,,
271284,BR,-0.8300000000000001,,,,,,,
271298,BR,-0.8300000000000001,,,,,,,
271410,BR,-0.8300000000000001,,,,,,,
271474,BR,-0.8300000000000001,,,,,,,
61656,BR,-0.8300000000000001,,,,,,,
61719,BR,-0.8300000000000001,,,,,,,
61729,BR,-0.8300000000000001,,,,,,,
61876,BR,-0.8300000000000001,,,,,,,
262657,BR,-0.83,,,,,,,
269017,BR,-0.83,,,,,,,
262543,BR,-0.8200000000000001,,,,,,,
262625,BR,-0.8200000000000001,,,,,,,
262869,BR,-0.8200000000000001,,,,,,,
262891,BR,-0.8200000000000001,,,,,,,
263027,BR,-0.8200000000000001,,,,,,,
263451,BR,-0.8200000000000001,,,,,,,
263496,BR,-0.8200000000000001,,,,,,,
264114,BR,-0.8200000000000001,,,,,,,
264356,BR,-0.8200000000000001,,,,,,,
264554,BR,-0.8200000000000001,,,,,,,
265054,BR,-0.8200000000000001,,,,,,,
266005,BR,-0.8200000000000001,,,,,,,
266105,BR,-0.8200000000000001,,,,,,,
266138,BR,-0.8200000000000001,,,,,,,
266213,BR,-0.8200000000000001,,,,,,,
266345,BR,-0.8200000000000001,,,,,,,
266499,BR,-0.8200000000000001,,,,,,,
266563,BR,-0.8200000000000001,,,,,,,
266635,BR,-0.8200000000000001,,,,,,,
267383,BR,-0.8200000000000001,,,,,,,
267479,BR,-0.8200000000000001,,,,,,,
267498,BR,-0.8200000000000001,,,,,,,
267589,BR,-0.8200000000000001,,,,,,,
267625,BR,-0.8200000000000001,,,,,,,
268213,BR,-0.8200000000000001,,,,,,,
268303,BR,-0.8200000000000001,,,,,,,
268386,BR,-0.8200000000000001,,,,,,,
268423,BR,-0.8200000000000001,,,,,,,
268636,BR,-0.8200000000000001,,,,,,,
268651,BR,-0.8200000000000001,,,,,,,
268693,BR,-0.8200000000000001,,,,,,,
268782,BR,-0.8200000000000001,,,,,,,
268787,BR,-0.8200000000000001,,,,,,,
268972,BR,-0.8200000000000001,,,,,,,
269220,BR,-0.8200000000000001,,,,,,,
269242,BR,-0.8200000000000001,,,,,,,
269283,BR,-0.8200000000000001,,,,,,,
269314,BR,-0.8200000000000001,,,,,,,
269375,BR,-0.8200000000000001,,,,,,,
269527,BR,-0.8200000000000001,,,,,,,
270345,BR,-0.8200000000000001,,,,,,,
270481,BR,-0.8200000000000001,,,,,,,
270721,BR,-0.8200000000000001,,,,,,,
270979,BR,-0.8200000000000001,,,,,,,
271007,BR,-0.8200000000000001,720.0,ip_hops,271007.0,6,967.0,FRANCINE TALLIS LOURENZONI RIBEIRO INFORMATICA,BR
262309,BR,-0.8200000000000001,,,,,,,
262328,BR,-0.8200000000000001,,,,,,,
271315,BR,-0.8200000000000001,,,,,,,
272549,BR,-0.8200000000000001,,,,,,,
262738,BR,-0.8200000000000001,,,,,,,
11706,BR,-0.8200000000000001,,,,,,,
263053,BR,-0.8200000000000001,,,,,,,
263476,BR,-0.8200000000000001,,,,,,,
264118,BR,-0.8200000000000001,,,,,,,
265393,BR,-0.8200000000000001,,,,,,,
265415,BR,-0.8200000000000001,,,,,,,
265419,BR,-0.8200000000000001,,,,,,,
25718,CL,-0.8200000000000001,,,,,,,
28340,BR,-0.8200000000000001,,,,,,,
28364,BR,-0.8200000000000001,,,,,,,
266194,BR,-0.8200000000000001,,,,,,,
28631,BR,-0.8200000000000001,,,,,,,
266365,BR,-0.8200000000000001,,,,,,,
266896,AR,-0.8200000000000001,,,,,,,
267168,BR,-0.8200000000000001,,,,,,,
267235,BR,-0.8200000000000001,,,,,,,
267238,BR,-0.8200000000000001,,,,,,,
267868,CL,-0.8200000000000001,,,,,,,
268249,BR,-0.8200000000000001,,,,,,,
269160,BR,-0.8200000000000001,,,,,,,
269410,BR,-0.8200000000000001,,,,,,,
269490,BR,-0.8200000000000001,,,,,,,
270385,BR,-0.8200000000000001,,,,,,,
270441,BR,-0.8200000000000001,,,,,,,
270455,BR,-0.8200000000000001,,,,,,,
270658,BR,-0.8200000000000001,,,,,,,
52762,BR,-0.8200000000000001,,,,,,,
52987,BR,-0.8200000000000001,,,,,,,
53133,BR,-0.8200000000000001,,,,,,,
271425,BR,-0.8200000000000001,,,,,,,
61637,BR,-0.8200000000000001,,,,,,,
61750,BR,-0.8200000000000001,,,,,,,
61859,BR,-0.8200000000000001,,,,,,,
61877,BR,-0.8200000000000001,,,,,,,
61899,BR,-0.8200000000000001,,,,,,,
264116,BR,-0.82,,,,,,,
266040,BR,-0.82,,,,,,,
266114,BR,-0.82,,,,,,,
268494,BR,-0.82,,,,,,,
52643,BR,-0.82,,,,,,,
61929,BR,-0.82,,,,,,,
262560,BR,-0.81,,,,,,,
262686,BR,-0.81,,,,,,,
262689,BR,-0.81,,,,,,,
263164,BR,-0.81,,,,,,,
263309,BR,-0.81,,,,,,,
263604,BR,-0.81,,,,,,,
263624,BR,-0.81,,,,,,,
263628,BR,-0.81,,,,,,,
264521,BR,-0.81,,,,,,,
265027,BR,-0.81,,,,,,,
265131,BR,-0.81,,,,,,,
266243,BR,-0.81,,,,,,,
266266,BR,-0.81,,,,,,,
266643,BR,-0.81,,,,,,,
267177,BR,-0.81,,,,,,,
267393,BR,-0.81,,,,,,,
268495,BR,-0.81,,,,,,,
