ASN,Location (country),TOTAL bias (selected),rank,metric,asn,af,nbsamples,asn_name,cc
28051,AR,-0.69,,,,,,,
266140,BR,-0.69,,,,,,,
266287,BR,-0.69,,,,,,,
266338,BR,-0.69,,,,,,,
266779,CL,-0.69,,,,,,,
266926,BR,-0.69,,,,,,,
267943,BR,-0.69,,,,,,,
268539,BR,-0.69,,,,,,,
268754,BR,-0.69,,,,,,,
270600,BR,-0.69,,,,,,,
52330,CO,-0.69,,,,,,,
52560,BR,-0.69,,,,,,,
52716,BR,-0.69,,,,,,,
271237,BR,-0.69,,,,,,,
271500,BR,-0.69,,,,,,,
271502,BR,-0.69,,,,,,,
262787,BR,-0.69,,,,,,,
61608,BR,-0.69,,,,,,,
61833,BR,-0.69,,,,,,,
61842,BR,-0.69,,,,,,,
267453,BR,-0.6800000000000002,,,,,,,
271616,BR,-0.6800000000000002,,,,,,,
271748,BR,-0.6800000000000002,,,,,,,
61722,BR,-0.6800000000000002,,,,,,,
262297,BR,-0.68,,,,,,,
262390,BR,-0.68,,,,,,,
262524,BR,-0.68,,,,,,,
262616,BR,-0.68,,,,,,,
262620,BR,-0.68,,,,,,,
262734,BR,-0.68,,,,,,,
262836,BR,-0.68,,,,,,,
262960,BR,-0.68,,,,,,,
263041,BR,-0.68,,,,,,,
263103,BR,-0.68,,,,,,,
263257,BR,-0.68,,,,,,,
263293,BR,-0.68,,,,,,,
263317,BR,-0.68,,,,,,,
263350,BR,-0.68,,,,,,,
263360,BR,-0.68,,,,,,,
263399,BR,-0.68,,,,,,,
263533,BR,-0.68,,,,,,,
263613,BR,-0.68,,,,,,,
263805,EC,-0.68,,,,,,,
263949,BR,-0.68,,,,,,,
263988,BR,-0.68,,,,,,,
264040,BR,-0.68,,,,,,,
264053,BR,-0.68,,,,,,,
264094,BR,-0.68,,,,,,,
264146,BR,-0.68,,,,,,,
264225,BR,-0.68,,,,,,,
264403,BR,-0.68,,,,,,,
264456,BR,-0.68,,,,,,,
264555,BR,-0.68,,,,,,,
264559,BR,-0.68,,,,,,,
264603,BR,-0.68,,,,,,,
264878,BR,-0.68,,,,,,,
264914,BR,-0.68,,,,,,,
264942,BR,-0.68,,,,,,,
264946,BR,-0.68,,,,,,,
265070,BR,-0.68,,,,,,,
265107,BR,-0.68,,,,,,,
265116,BR,-0.68,,,,,,,
265148,BR,-0.68,,,,,,,
265182,BR,-0.68,,,,,,,
265190,BR,-0.68,,,,,,,
265193,BR,-0.68,,,,,,,
265657,EC,-0.68,,,,,,,
265960,BR,-0.68,,,,,,,
265962,BR,-0.68,,,,,,,
266075,BR,-0.68,,,,,,,
266093,BR,-0.68,,,,,,,
266223,BR,-0.68,,,,,,,
266278,BR,-0.68,,,,,,,
266305,BR,-0.68,,,,,,,
266352,BR,-0.68,,,,,,,
266376,BR,-0.68,,,,,,,
266412,BR,-0.68,,,,,,,
266419,BR,-0.68,,,,,,,
266443,BR,-0.68,,,,,,,
266466,BR,-0.68,,,,,,,
266477,BR,-0.68,,,,,,,
266484,BR,-0.68,,,,,,,
266576,BR,-0.68,,,,,,,
266950,BR,-0.68,,,,,,,
266959,BR,-0.68,,,,,,,
267015,BR,-0.68,,,,,,,
267057,BR,-0.68,,,,,,,
267130,BR,-0.68,,,,,,,
267200,BR,-0.68,,,,,,,
267207,BR,-0.68,,,,,,,
267249,BR,-0.68,,,,,,,
267282,BR,-0.68,,,,,,,
267290,BR,-0.68,,,,,,,
267294,BR,-0.68,,,,,,,
267346,BR,-0.68,,,,,,,
267365,BR,-0.68,,,,,,,
267368,BR,-0.68,,,,,,,
267377,BR,-0.68,,,,,,,
267407,BR,-0.68,,,,,,,
267426,BR,-0.68,,,,,,,
267444,BR,-0.68,,,,,,,
267455,BR,-0.68,,,,,,,
267506,BR,-0.68,,,,,,,
267510,BR,-0.68,,,,,,,
267559,BR,-0.68,,,,,,,
267632,BR,-0.68,,,,,,,
267945,BR,-0.68,,,,,,,
267961,BR,-0.68,,,,,,,
267969,BR,-0.68,,,,,,,
268075,BR,-0.68,,,,,,,
268107,BR,-0.68,,,,,,,
268109,BR,-0.68,,,,,,,
268143,BR,-0.68,,,,,,,
268150,BR,-0.68,,,,,,,
268163,BR,-0.68,,,,,,,
268170,BR,-0.68,,,,,,,
268180,BR,-0.68,,,,,,,
268269,BR,-0.68,,,,,,,
268305,BR,-0.68,,,,,,,
268368,BR,-0.68,,,,,,,
268419,BR,-0.68,,,,,,,
268429,BR,-0.68,,,,,,,
268455,BR,-0.68,,,,,,,
268483,BR,-0.68,,,,,,,
268489,BR,-0.68,,,,,,,
268516,BR,-0.68,,,,,,,
268532,BR,-0.68,,,,,,,
268580,BR,-0.68,,,,,,,
268587,BR,-0.68,,,,,,,
268649,BR,-0.68,,,,,,,
268656,BR,-0.68,,,,,,,
268668,BR,-0.68,,,,,,,
268685,BR,-0.68,,,,,,,
268781,BR,-0.68,,,,,,,
268826,BR,-0.68,,,,,,,
268845,BR,-0.68,,,,,,,
268846,BR,-0.68,,,,,,,
268888,BR,-0.68,,,,,,,
269002,BR,-0.68,,,,,,,
269049,BR,-0.68,,,,,,,
269117,BR,-0.68,,,,,,,
269125,BR,-0.68,,,,,,,
269272,BR,-0.68,,,,,,,
269284,BR,-0.68,,,,,,,
269312,BR,-0.68,,,,,,,
269427,BR,-0.68,,,,,,,
269523,BR,-0.68,,,,,,,
269528,BR,-0.68,,,,,,,
269540,BR,-0.68,,,,,,,
269547,BR,-0.68,,,,,,,
269571,BR,-0.68,,,,,,,
269578,BR,-0.68,,,,,,,
269598,BR,-0.68,,,,,,,
269602,BR,-0.68,,,,,,,
269630,BR,-0.68,,,,,,,
269645,BR,-0.68,,,,,,,
269647,BR,-0.68,,,,,,,
269709,BR,-0.68,,,,,,,
269956,CL,-0.68,,,,,,,
270026,VE,-0.68,,,,,,,
270243,BR,-0.68,,,,,,,
270252,BR,-0.68,245.0,as_path_length,270252.0,6,859.0,TVF INTERNET RAPIDA LTDA,BR
270257,BR,-0.68,,,,,,,
270260,BR,-0.68,,,,,,,
270264,BR,-0.68,,,,,,,
270266,BR,-0.68,,,,,,,
270309,BR,-0.68,,,,,,,
270348,BR,-0.68,,,,,,,
270422,BR,-0.68,,,,,,,
270478,BR,-0.68,,,,,,,
270534,BR,-0.68,,,,,,,
270671,BR,-0.68,,,,,,,
270676,BR,-0.68,,,,,,,
270682,BR,-0.68,,,,,,,
270710,BR,-0.68,,,,,,,
270867,BR,-0.68,,,,,,,
270924,BR,-0.68,,,,,,,
270954,BR,-0.68,,,,,,,
271124,BR,-0.68,,,,,,,
271245,BR,-0.68,,,,,,,
271260,BR,-0.68,,,,,,,
271297,BR,-0.68,,,,,,,
271300,BR,-0.68,,,,,,,
271327,BR,-0.68,,,,,,,
271332,BR,-0.68,,,,,,,
271362,BR,-0.68,,,,,,,
271374,BR,-0.68,,,,,,,
271482,BR,-0.68,,,,,,,
271524,BR,-0.68,,,,,,,
271555,BR,-0.68,,,,,,,
271706,BR,-0.68,,,,,,,
271868,PE,-0.68,,,,,,,
272575,BR,-0.68,,,,,,,
262652,BR,-0.68,,,,,,,
263012,BR,-0.68,,,,,,,
13914,BR,-0.68,,,,,,,
263438,BR,-0.68,,,,,,,
263485,BR,-0.68,,,,,,,
263550,BR,-0.68,,,,,,,
263551,BR,-0.68,,,,,,,
263562,BR,-0.68,,,,,,,
263897,BR,-0.68,,,,,,,
17108,BR,-0.68,,,,,,,
264343,BR,-0.68,,,,,,,
264462,BR,-0.68,,,,,,,
264995,BR,-0.68,,,,,,,
265313,BR,-0.68,,,,,,,
265317,BR,-0.68,,,,,,,
265350,BR,-0.68,,,,,,,
265430,BR,-0.68,,,,,,,
265448,BR,-0.68,,,,,,,
265499,BR,-0.68,,,,,,,
265976,BR,-0.68,,,,,,,
266064,BR,-0.68,,,,,,,
28020,AR,-0.68,,,,,,,
28148,BR,-0.68,,,,,,,
28197,BR,-0.68,,,,,,,
28253,BR,-0.68,,,,,,,
28265,BR,-0.68,,,,,,,
28298,BR,-0.68,,,,,,,
28321,BR,-0.68,,,,,,,
28323,BR,-0.68,,,,,,,
28357,BR,-0.68,,,,,,,
28579,BR,-0.68,,,,,,,
266321,BR,-0.68,,,,,,,
266436,BR,-0.68,,,,,,,
266927,BR,-0.68,,,,,,,
266929,BR,-0.68,,,,,,,
266943,BR,-0.68,,,,,,,
266993,BR,-0.68,,,,,,,
267007,BR,-0.68,,,,,,,
267123,BR,-0.68,,,,,,,
267227,BR,-0.68,,,,,,,
267526,BR,-0.68,,,,,,,
267566,BR,-0.68,,,,,,,
267569,BR,-0.68,,,,,,,
267571,BR,-0.68,,,,,,,
267574,BR,-0.68,,,,,,,
267581,BR,-0.68,,,,,,,
267666,BR,-0.68,,,,,,,
267675,BR,-0.68,,,,,,,
268193,BR,-0.68,,,,,,,
268221,BR,-0.68,,,,,,,
268393,BR,-0.68,,,,,,,
268470,BR,-0.68,,,,,,,
268505,BR,-0.68,,,,,,,
268531,BR,-0.68,,,,,,,
268559,BR,-0.68,,,,,,,
268595,BR,-0.68,,,,,,,
268603,BR,-0.68,,,,,,,
268667,BR,-0.68,,,,,,,
268705,BR,-0.68,,,,,,,
268798,BR,-0.68,,,,,,,
268802,BR,-0.68,,,,,,,
268812,BR,-0.68,,,,,,,
268830,BR,-0.68,,,,,,,
268837,BR,-0.68,,,,,,,
268839,BR,-0.68,,,,,,,
268849,BR,-0.68,,,,,,,
268969,BR,-0.68,,,,,,,
269004,BR,-0.68,,,,,,,
269157,BR,-0.68,,,,,,,
269182,BR,-0.68,,,,,,,
269206,BR,-0.68,,,,,,,
269218,BR,-0.68,,,,,,,
269300,BR,-0.68,,,,,,,
269408,BR,-0.68,,,,,,,
269495,BR,-0.68,,,,,,,
269529,BR,-0.68,,,,,,,
269620,BR,-0.68,,,,,,,
269621,BR,-0.68,,,,,,,
269634,BR,-0.68,,,,,,,
269642,BR,-0.68,,,,,,,
269669,BR,-0.68,,,,,,,
270357,BR,-0.68,,,,,,,
270397,BR,-0.68,,,,,,,
270449,BR,-0.68,,,,,,,
270486,BR,-0.68,,,,,,,
270523,BR,-0.68,,,,,,,
270536,BR,-0.68,,,,,,,
270607,BR,-0.68,,,,,,,
270665,BR,-0.68,,,,,,,
270899,BR,-0.68,,,,,,,
270939,BR,-0.68,,,,,,,
52523,BR,-0.68,,,,,,,
52586,BR,-0.68,,,,,,,
52620,BR,-0.68,,,,,,,
52623,BR,-0.68,,,,,,,
52672,BR,-0.68,,,,,,,
52735,BR,-0.68,,,,,,,
52755,BR,-0.68,,,,,,,
52778,BR,-0.68,,,,,,,
52802,BR,-0.68,,,,,,,
52883,BR,-0.68,,,,,,,
52885,BR,-0.68,,,,,,,
52922,BR,-0.68,,,,,,,
52968,BR,-0.68,690.0,ip_hops,52968.0,6,1183.0,TECMIDIAWEB LTDA,BR
52970,BR,-0.68,,,,,,,
52996,BR,-0.68,,,,,,,
53021,BR,-0.68,,,,,,,
271054,BR,-0.68,,,,,,,
53063,BR,-0.68,,,,,,,
53088,BR,-0.68,,,,,,,
271151,BR,-0.68,,,,,,,
271161,BR,-0.68,,,,,,,
271187,BR,-0.68,,,,,,,
271218,BR,-0.68,,,,,,,
271346,BR,-0.68,,,,,,,
271403,BR,-0.68,,,,,,,
271462,BR,-0.68,,,,,,,
271476,BR,-0.68,,,,,,,
61572,BR,-0.68,,,,,,,
61597,BR,-0.68,,,,,,,
61646,BR,-0.68,,,,,,,
61653,BR,-0.68,,,,,,,
61655,BR,-0.68,,,,,,,
61706,BR,-0.68,,,,,,,
61715,BR,-0.68,,,,,,,
61760,BR,-0.68,,,,,,,
61770,BR,-0.68,,,,,,,
61803,BR,-0.68,,,,,,,
61841,BR,-0.68,,,,,,,
61847,BR,-0.68,,,,,,,
61863,BR,-0.68,,,,,,,
61867,BR,-0.68,,,,,,,
61873,BR,-0.68,,,,,,,
61881,BR,-0.68,,,,,,,
61921,BR,-0.68,,,,,,,
61930,BR,-0.68,,,,,,,
262470,BR,-0.6799999999999999,,,,,,,
262578,BR,-0.6799999999999999,,,,,,,
263526,BR,-0.6799999999999999,,,,,,,
263732,PY,-0.6799999999999999,,,,,,,
263940,BR,-0.6799999999999999,,,,,,,
264280,BR,-0.6799999999999999,,,,,,,
264848,AR,-0.6799999999999999,,,,,,,
264952,BR,-0.6799999999999999,,,,,,,
265177,BR,-0.6799999999999999,,,,,,,
266625,BR,-0.6799999999999999,,,,,,,
266760,AR,-0.6799999999999999,,,,,,,
271181,BR,-0.6799999999999999,,,,,,,
263465,BR,-0.6799999999999999,,,,,,,
266416,BR,-0.6799999999999999,651.0,ip_hops,266416.0,6,989.0,L3 NETWORKS E TELECOMUNICACOES LTDA,BR
269070,BR,-0.6799999999999999,,,,,,,
52259,AR,-0.6799999999999999,,,,,,,
52291,AR,-0.6799999999999999,,,,,,,
52503,AR,-0.6799999999999999,,,,,,,
61856,BR,-0.6799999999999999,,,,,,,
270291,BR,-0.6700000000000002,,,,,,,
271321,BR,-0.6700000000000002,,,,,,,
262179,SV,-0.67,,,,,,,
262249,AR,-0.67,,,,,,,
262581,BR,-0.67,,,,,,,
262695,BR,-0.67,,,,,,,
262700,BR,-0.67,,,,,,,
263404,BR,-0.67,,,,,,,
263506,BR,-0.67,,,,,,,
263820,AR,-0.67,,,,,,,
263860,BR,-0.67,,,,,,,
264031,BR,-0.67,,,,,,,
264067,BR,-0.67,,,,,,,
264086,BR,-0.67,,,,,,,
264120,BR,-0.67,771.0,ip_hops,264120.0,6,1125.0,G20 Telecomunicacoes Ltda,BR
264224,BR,-0.67,,,,,,,
264247,BR,-0.67,,,,,,,
264328,BR,-0.67,,,,,,,
264432,BR,-0.67,,,,,,,
264485,BR,-0.67,,,,,,,
264527,BR,-0.67,,,,,,,
264871,BR,-0.67,,,,,,,
265246,BR,-0.67,209.0,ip_hops,265246.0,6,899.0,ELETRONICA LAUX EIRELI - ME,BR
265462,BR,-0.67,,,,,,,
265852,AR,-0.67,,,,,,,
266101,BR,-0.67,,,,,,,
266106,BR,-0.67,,,,,,,
266164,BR,-0.67,,,,,,,
266265,BR,-0.67,,,,,,,
266284,BR,-0.67,,,,,,,
266518,BR,-0.67,,,,,,,
266526,BR,-0.67,,,,,,,
266566,BR,-0.67,,,,,,,
266759,AR,-0.67,,,,,,,
267156,BR,-0.67,,,,,,,
267278,BR,-0.67,,,,,,,
267638,BR,-0.67,,,,,,,
267701,VE,-0.67,,,,,,,
267990,BR,-0.67,,,,,,,
268172,BR,-0.67,,,,,,,
268521,BR,-0.67,,,,,,,
268550,BR,-0.67,,,,,,,
268572,BR,-0.67,,,,,,,
268801,BR,-0.67,,,,,,,
268858,BR,-0.67,,,,,,,
268931,BR,-0.67,,,,,,,
269019,BR,-0.67,,,,,,,
269094,BR,-0.67,,,,,,,
269111,BR,-0.67,,,,,,,
269202,BR,-0.67,,,,,,,
269344,BR,-0.67,,,,,,,
269457,BR,-0.67,,,,,,,
269500,BR,-0.67,,,,,,,
269516,BR,-0.67,,,,,,,
269656,BR,-0.67,,,,,,,
270279,BR,-0.67,,,,,,,
270471,BR,-0.67,,,,,,,
270767,BR,-0.67,,,,,,,
270793,BR,-0.67,,,,,,,
271225,BR,-0.67,,,,,,,
271375,BR,-0.67,,,,,,,
263401,BR,-0.67,,,,,,,
14845,AR,-0.67,,,,,,,
263592,BR,-0.67,,,,,,,
264020,BR,-0.67,,,,,,,
264985,BR,-0.67,,,,,,,
265378,BR,-0.67,,,,,,,
27744,AR,-0.67,,,,,,,
266061,BR,-0.67,,,,,,,
28143,BR,-0.67,,,,,,,
28160,BR,-0.67,,,,,,,
28163,BR,-0.67,248.0,ip_hops,28163.0,6,1251.0,Cosmonline Informatica Ltda,BR
28211,BR,-0.67,,,,,,,
28293,BR,-0.67,,,,,,,
28636,BR,-0.67,,,,,,,
266519,BR,-0.67,,,,,,,
267036,BR,-0.67,,,,,,,
267232,BR,-0.67,,,,,,,
267542,BR,-0.67,,,,,,,
267567,BR,-0.67,,,,,,,
267619,BR,-0.67,,,,,,,
268947,BR,-0.67,,,,,,,
269316,BR,-0.67,,,,,,,
269611,BR,-0.67,,,,,,,
270570,BR,-0.67,,,,,,,
270584,BR,-0.67,,,,,,,
270608,BR,-0.67,,,,,,,
270755,BR,-0.67,,,,,,,
270873,BR,-0.67,,,,,,,
52290,AR,-0.67,,,,,,,
52493,AR,-0.67,,,,,,,
52592,BR,-0.67,,,,,,,
270992,BR,-0.67,,,,,,,
52896,BR,-0.67,,,,,,,
52936,BR,-0.67,,,,,,,
53057,BR,-0.67,,,,,,,
53216,BR,-0.67,,,,,,,
271475,BR,-0.67,,,,,,,
61901,BR,-0.67,,,,,,,
263146,BR,-0.6699999999999999,,,,,,,
263308,BR,-0.6699999999999999,,,,,,,
270414,BR,-0.6699999999999999,,,,,,,
262435,BR,-0.6699999999999999,,,,,,,
262809,BR,-0.6699999999999999,,,,,,,
28590,BR,-0.6699999999999999,,,,,,,
267745,CL,-0.6699999999999999,,,,,,,
52652,BR,-0.6699999999999999,,,,,,,
271192,BR,-0.6699999999999999,,,,,,,
61660,BR,-0.6699999999999999,,,,,,,
264510,BR,-0.6600000000000001,,,,,,,
267338,BR,-0.6600000000000001,,,,,,,
267957,BR,-0.6600000000000001,,,,,,,
272221,BR,-0.6600000000000001,,,,,,,
269530,BR,-0.6600000000000001,,,,,,,
270670,BR,-0.6600000000000001,,,,,,,
270928,BR,-0.6600000000000001,,,,,,,
52980,BR,-0.6600000000000001,1385.0,ip_hops,52980.0,6,1033.0,Netion Solucoes em Internet Via Radio Ltda.,BR
61575,BR,-0.6600000000000001,,,,,,,
262268,BR,-0.66,,,,,,,
262566,BR,-0.66,470.0,ip_hops,262566.0,6,1071.0,Link Sete Servicos de Internet e Redes Ltda,BR
262568,BR,-0.66,,,,,,,
262610,BR,-0.66,,,,,,,
262644,BR,-0.66,,,,,,,
262900,BR,-0.66,47.0,ip_hops,262900.0,6,1024.0,ASAS SOLUCOES DE TELECOMUNICACOES LTDA,BR
263165,BR,-0.66,,,,,,,
263627,BR,-0.66,,,,,,,
264216,BR,-0.66,,,,,,,
264223,BR,-0.66,1503.0,ip_hops,264223.0,6,883.0,MULTIPLIC COMUNICACAO E TECNOLOGIA LTDA -ME,BR
264329,BR,-0.66,212.0,ip_hops,264329.0,6,1229.0,ESTRATEGIA REDES DE TELECOMUNICACOES LTDA,BR
264500,BR,-0.66,,,,,,,
264589,BR,-0.66,,,,,,,
264685,AR,-0.66,,,,,,,
265792,AR,-0.66,,,,,,,
266009,BR,-0.66,,,,,,,
267405,BR,-0.66,,,,,,,
267561,BR,-0.66,,,,,,,
267993,BR,-0.66,,,,,,,
268081,BR,-0.66,,,,,,,
268200,BR,-0.66,1164.0,ip_hops,268200.0,6,1174.0,LIVE INTERNET,BR
268248,BR,-0.66,339.0,ip_hops,268248.0,6,879.0,UPNETIX TELECOM,BR
269319,BR,-0.66,,,,,,,
271102,BR,-0.66,,,,,,,
271437,BR,-0.66,,,,,,,
271565,BR,-0.66,,,,,,,
271571,BR,-0.66,,,,,,,
271589,BR,-0.66,,,,,,,
271650,BR,-0.66,,,,,,,
271753,BR,-0.66,,,,,,,
262501,BR,-0.66,,,,,,,
272163,BR,-0.66,,,,,,,
272243,BR,-0.66,,,,,,,
272252,BR,-0.66,,,,,,,
272461,BR,-0.66,,,,,,,
272481,BR,-0.66,,,,,,,
272558,BR,-0.66,,,,,,,
11271,BR,-0.66,,,,,,,
264023,BR,-0.66,,,,,,,
264390,BR,-0.66,,,,,,,
28267,BR,-0.66,,,,,,,
28361,BR,-0.66,598.0,ip_hops,28361.0,6,947.0,RR conect,BR
266831,PY,-0.66,,,,,,,
266961,BR,-0.66,,,,,,,
267623,BR,-0.66,,,,,,,
268242,BR,-0.66,,,,,,,
269295,BR,-0.66,,,,,,,
270596,BR,-0.66,731.0,ip_hops,270596.0,6,854.0,Rafael Olegario Silva De Lima Servico De Comunicac,BR
270812,BR,-0.66,,,,,,,
270820,BR,-0.66,,,,,,,
52274,EC,-0.66,,,,,,,
270930,BR,-0.66,,,,,,,
52544,BR,-0.66,,,,,,,
52626,BR,-0.66,491.0,ip_hops,52626.0,6,1161.0,NovaNet Provedor e Web Ltda,BR
52814,BR,-0.66,,,,,,,
53185,BR,-0.66,,,,,,,
53223,BR,-0.66,,,,,,,
271136,BR,-0.66,,,,,,,
272190,BR,-0.66,,,,,,,
263914,BR,-0.6599999999999999,,,,,,,
265093,BR,-0.6599999999999999,,,,,,,
265319,BR,-0.6599999999999999,,,,,,,
265757,CL,-0.6599999999999999,,,,,,,
265830,CL,-0.6599999999999999,,,,,,,
266765,CL,-0.6599999999999999,,,,,,,
267081,BR,-0.6599999999999999,,,,,,,
267758,CL,-0.6599999999999999,,,,,,,
267830,AR,-0.6599999999999999,,,,,,,
268077,BR,-0.6599999999999999,,,,,,,
268174,BR,-0.6599999999999999,,,,,,,
268268,BR,-0.6599999999999999,,,,,,,
268321,BR,-0.6599999999999999,,,,,,,
272449,BR,-0.6599999999999999,,,,,,,
262826,BR,-0.6599999999999999,,,,,,,
264464,BR,-0.6599999999999999,,,,,,,
267568,BR,-0.6599999999999999,,,,,,,
267622,BR,-0.6599999999999999,,,,,,,
268645,BR,-0.6599999999999999,,,,,,,
52273,AR,-0.6599999999999999,,,,,,,
270959,BR,-0.6599999999999999,,,,,,,
61775,BR,-0.6599999999999999,507.0,ip_hops,61775.0,6,1188.0,AW TELECOM LTDA - ME,BR
263995,BR,-0.6500000000000001,,,,,,,
265008,BR,-0.6500000000000001,,,,,,,
265194,BR,-0.6500000000000001,,,,,,,
267934,BR,-0.6500000000000001,,,,,,,
268600,BR,-0.6500000000000001,,,,,,,
268864,BR,-0.6500000000000001,,,,,,,
269398,BR,-0.6500000000000001,,,,,,,
269479,BR,-0.6500000000000001,,,,,,,
271652,BR,-0.6500000000000001,,,,,,,
263480,BR,-0.6500000000000001,,,,,,,
263947,BR,-0.6500000000000001,,,,,,,
265404,BR,-0.6500000000000001,,,,,,,
265412,BR,-0.6500000000000001,,,,,,,
271367,BR,-0.6500000000000001,,,,,,,
262507,BR,-0.65,,,,,,,
262514,BR,-0.65,,,,,,,
262885,BR,-0.65,,,,,,,
262954,BR,-0.65,,,,,,,
263172,AR,-0.65,,,,,,,
263271,BR,-0.65,,,,,,,
263881,BR,-0.65,,,,,,,
264401,BR,-0.65,,,,,,,
264463,BR,-0.65,,,,,,,
265136,BR,-0.65,,,,,,,
265172,BR,-0.65,,,,,,,
265263,BR,-0.65,,,,,,,
265476,BR,-0.65,,,,,,,
265729,AR,-0.65,,,,,,,
265754,AR,-0.65,,,,,,,
265795,AR,-0.65,,,,,,,
266155,BR,-0.65,,,,,,,
266224,BR,-0.65,,,,,,,
266732,PE,-0.65,,,,,,,
267142,BR,-0.65,,,,,,,
267186,BR,-0.65,,,,,,,
267284,BR,-0.65,,,,,,,
268038,BR,-0.65,,,,,,,
268126,BR,-0.65,,,,,,,
268637,BR,-0.65,,,,,,,
268692,BR,-0.65,,,,,,,
268741,BR,-0.65,,,,,,,
269814,AR,-0.65,,,,,,,
270976,BR,-0.65,,,,,,,
262502,BR,-0.65,,,,,,,
262714,BR,-0.65,,,,,,,
262811,BR,-0.65,,,,,,,
11844,BR,-0.65,,,,,,,
263917,BR,-0.65,,,,,,,
263945,BR,-0.65,,,,,,,
263953,BR,-0.65,,,,,,,
264075,BR,-0.65,,,,,,,
19582,EC,-0.65,,,,,,,
264723,AR,-0.65,,,,,,,
264856,AR,-0.65,,,,,,,
22876,BR,-0.65,,,,,,,
265217,BR,-0.65,,,,,,,
28080,AR,-0.65,,,,,,,
28324,BR,-0.65,,,,,,,
28498,MX,-0.65,,,,,,,
28499,MX,-0.65,,,,,,,
28628,BR,-0.65,,,,,,,
266322,BR,-0.65,,,,,,,
266521,BR,-0.65,,,,,,,
266915,BR,-0.65,,,,,,,
267554,BR,-0.65,,,,,,,
267555,BR,-0.65,,,,,,,
267614,BR,-0.65,,,,,,,
267802,AR,-0.65,,,,,,,
268216,BR,-0.65,,,,,,,
268372,BR,-0.65,,,,,,,
268553,BR,-0.65,,,,,,,
268554,BR,-0.65,,,,,,,
269068,BR,-0.65,,,,,,,
269424,BR,-0.65,,,,,,,
269435,BR,-0.65,,,,,,,
270690,BR,-0.65,,,,,,,
270835,BR,-0.65,,,,,,,
52404,AR,-0.65,,,,,,,
52625,BR,-0.65,,,,,,,
52650,BR,-0.65,,,,,,,
52687,BR,-0.65,349.0,ip_hops,52687.0,6,1070.0,Leni gomes Oberleander ME,BR
52781,BR,-0.65,,,,,,,
52994,BR,-0.65,,,,,,,
271049,BR,-0.65,,,,,,,
53027,BR,-0.65,,,,,,,
53045,BR,-0.65,,,,,,,
53197,BR,-0.65,,,,,,,
53211,BR,-0.65,,,,,,,
271404,BR,-0.65,,,,,,,
271779,AR,-0.65,,,,,,,
272195,BR,-0.65,,,,,,,
61684,BR,-0.65,,,,,,,
263739,AR,-0.6499999999999999,,,,,,,
263782,AR,-0.6499999999999999,,,,,,,
52447,AR,-0.6499999999999999,,,,,,,
52510,CL,-0.6499999999999999,,,,,,,
52685,BR,-0.6499999999999999,,,,,,,
61508,AR,-0.6499999999999999,,,,,,,
64100,AR,-0.6499999999999999,,,,,,,
264033,BR,-0.6400000000000001,,,,,,,
264051,BR,-0.6400000000000001,,,,,,,
264275,BR,-0.6400000000000001,,,,,,,
2715,BR,-0.6400000000000001,89.0,ip_hops,2715.0,4,2342.0,Fundacao Carlos Chagas Filho de Amparo a Pesquisa,BR
264954,BR,-0.6400000000000001,,,,,,,
266508,BR,-0.6400000000000001,,,,,,,
266553,BR,-0.6400000000000001,,,,,,,
266565,BR,-0.6400000000000001,,,,,,,
267582,BR,-0.6400000000000001,,,,,,,
268141,BR,-0.6400000000000001,,,,,,,
269258,BR,-0.6400000000000001,,,,,,,
270320,BR,-0.6400000000000001,,,,,,,
271599,BR,-0.6400000000000001,,,,,,,
271615,BR,-0.6400000000000001,,,,,,,
271718,BR,-0.6400000000000001,,,,,,,
272430,BR,-0.6400000000000001,,,,,,,
272441,BR,-0.6400000000000001,,,,,,,
272465,BR,-0.6400000000000001,,,,,,,
272467,BR,-0.6400000000000001,,,,,,,
272479,BR,-0.6400000000000001,,,,,,,
272535,BR,-0.6400000000000001,,,,,,,
272601,BR,-0.6400000000000001,,,,,,,
265496,BR,-0.6400000000000001,,,,,,,
267228,BR,-0.6400000000000001,,,,,,,
262432,BR,-0.6400000000000001,,,,,,,
52780,BR,-0.6400000000000001,1099.0,ip_hops,52780.0,6,927.0,MAP Piumhi Ltda - ME,BR
53022,BR,-0.6400000000000001,,,,,,,
271472,BR,-0.6400000000000001,,,,,,,
61776,BR,-0.6400000000000001,,,,,,,
262218,PA,-0.64,,,,,,,
262277,BR,-0.64,,,,,,,
262315,BR,-0.64,,,,,,,
262327,BR,-0.64,,,,,,,
262351,BR,-0.64,,,,,,,
262382,BR,-0.64,,,,,,,
262405,BR,-0.64,,,,,,,
262422,BR,-0.64,,,,,,,
262559,BR,-0.64,,,,,,,
262603,BR,-0.64,,,,,,,
262633,BR,-0.64,,,,,,,
262679,BR,-0.64,,,,,,,
262736,BR,-0.64,,,,,,,
262752,BR,-0.64,,,,,,,
262767,BR,-0.64,,,,,,,
262810,BR,-0.64,,,,,,,
262866,BR,-0.64,,,,,,,
262878,BR,-0.64,,,,,,,
262959,BR,-0.64,,,,,,,
262985,BR,-0.64,,,,,,,
263083,BR,-0.64,,,,,,,
263108,BR,-0.64,,,,,,,
263166,BR,-0.64,,,,,,,
263281,BR,-0.64,,,,,,,
263331,BR,-0.64,,,,,,,
263349,BR,-0.64,,,,,,,
