ASN,Location bias,Network size bias,Topology bias,IXP related bias,Network type bias,RIR region,Customer cone (#ASNs),Customer cone (#prefixes),Location (country),#neighbors (total),Scope (PeeringDB),Network type (PeeringDB),Peering policy (PeeringDB),#IXPs (PeeringDB),#facilities (PeeringDB),is_in_peeringDB,is_ris_peer_v4,is_ris_peer_v6,is_routeviews_peer,TOTAL bias (selected)
28345,-0.46,-0.62,-0.01,-0.06,-0.28,LACNIC,1,0,BR,3,Not Disclosed,Not Disclosed,Open,10,0,1,,,,-1.37
26162,-0.46,-0.62,-0.07,-0.06,-0.2,LACNIC,1,0,BR,2,South America,Route Server,Open,35,0,1,,,1,-1.35
61524,-0.24,-0.62,-0.07,-0.12,-0.34,LACNIC,1,0,CL,0,South America,Route Server,Open,2,0,1,,,,-1.27
263290,-0.46,-0.63,-0.07,0.1,-0.07,LACNIC,1,0,BR,0,Regional,Cable/DSL/ISP,Selective,1,0,1,,,,-1.2300000000000002
271579,-0.46,-0.68,-0.07,0,-0.01,LACNIC,1,0,BR,1,,,,,,0,,,,-1.2200000000000002
271723,-0.46,-0.68,-0.07,0,-0.01,LACNIC,1,0,BR,0,,,,,,0,,,,-1.2200000000000002
271768,-0.46,-0.68,-0.07,0,-0.01,LACNIC,1,0,BR,0,,,,,,0,,,,-1.2200000000000002
272501,-0.46,-0.68,-0.07,0,-0.01,LACNIC,1,0,BR,2,,,,,,0,,,,-1.2200000000000002
272597,-0.46,-0.68,-0.07,0,-0.01,LACNIC,1,0,BR,0,,,,,,0,,,,-1.2200000000000002
272618,-0.46,-0.68,-0.07,0,-0.01,LACNIC,1,0,BR,0,,,,,,0,,,,-1.2200000000000002
52992,-0.46,-0.61,-0.12,0,-0.01,LACNIC,1,0,BR,2,,,,,,0,,,,-1.2
271619,-0.46,-0.63,-0.07,0,-0.01,LACNIC,1,0,BR,0,,,,,,0,,,,-1.1700000000000002
270531,-0.46,-0.63,-0.07,0,-0.01,LACNIC,1,0,BR,1,,,,,,0,,,,-1.1700000000000002
272462,-0.46,-0.68,-0.01,0,-0.01,LACNIC,1,0,BR,4,,,,,,0,,,,-1.1600000000000001
28247,-0.46,-0.63,-0.07,-0.19,0,LACNIC,1,0,BR,0,Regional,NSP,Open,0,0,1,,,,-1.1600000000000001
267054,-0.46,-0.09,-0.12,-0.19,-0.42,LACNIC,1,3,BR,2,South America,Not Disclosed,Open,0,0,1,,,,-1.09
271417,-0.46,-0.09,-0.12,-0.19,-0.42,LACNIC,1,1,BR,2,South America,Not Disclosed,Open,0,0,1,,,,-1.09
267322,-0.46,-0.18,-0.12,-0.19,-0.32,LACNIC,1,3,BR,2,South America,Cable/DSL/ISP,Open,0,0,1,,,,-1.08
269346,-0.46,-0.18,-0.12,-0.19,-0.31,LACNIC,1,3,BR,2,Not Disclosed,Government,Open,1,0,1,,,,-1.07
27785,-0.25,-0.68,-0.12,0,-0.01,LACNIC,1,0,SV,2,,,,,,0,,,,-1.06
270622,-0.46,-0.18,-0.04,-0.19,-0.37,LACNIC,1,1,BR,7,South America,Not Disclosed,Open,1,1,1,,,,-1.05
263122,-0.46,-0.18,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-1.04
263889,-0.46,-0.18,-0.12,-0.12,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,,0,0,1,,,,-1.04
265236,-0.46,-0.18,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-1.04
267255,-0.46,-0.18,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-1.04
267266,-0.46,-0.18,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-1.04
267630,-0.46,-0.18,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-1.04
271155,-0.46,-0.18,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-1.04
262897,-0.46,-0.18,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-1.04
262997,-0.46,-0.18,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-1.04
270420,-0.46,-0.18,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-1.04
271682,-0.46,-0.18,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-1.04
265074,-0.46,-0.18,-0.07,-0.19,-0.32,LACNIC,1,1,BR,1,South America,Cable/DSL/ISP,Open,0,0,1,,,,-1.03
10391,-0.14,-0.62,-0.04,-0.19,-0.23,LACNIC,1,0,PA,3,South America,Route Server,Open,0,0,1,,,,-1.03
264313,-0.46,-0.18,-0.07,-0.19,-0.31,LACNIC,1,1,BR,1,Not Disclosed,Government,Open,1,0,1,,,,-1.02
265200,-0.46,-0.05,-0.09,0.1,-0.42,LACNIC,1,4,BR,3,South America,Not Disclosed,Selective,0,0,1,,,,-1.02
266633,-0.46,-0.05,-0.09,-0.19,-0.42,LACNIC,2,4,BR,3,South America,Not Disclosed,Open,0,0,1,,,,-1.02
268749,-0.46,-0.09,-0.12,-0.19,-0.35,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,1,0,1,,,,-1.02
61741,-0.46,-0.05,-0.09,-0.19,-0.42,LACNIC,1,6,BR,4,South America,Not Disclosed,Open,1,0,1,,,,-1.02
265109,-0.46,-0.09,-0.09,-0.19,-0.37,LACNIC,1,3,BR,3,South America,Not Disclosed,Open,0,0,1,,,,-1.01
266068,-0.46,-0.18,-0.09,-0.12,-0.28,LACNIC,1,1,BR,4,Not Disclosed,Not Disclosed,,0,0,1,,,,-1.01
267525,-0.46,-0.18,-0.09,-0.19,-0.28,LACNIC,1,1,BR,3,Not Disclosed,Not Disclosed,Open,1,0,1,,,,-1.01
268433,-0.46,-0.18,-0.03,-0.19,-0.34,LACNIC,1,1,BR,3,South America,Cable/DSL/ISP,Open,0,0,1,,,,-1.01
267159,-0.46,-0.14,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-1
269268,-0.46,-0.09,-0.12,-0.19,-0.33,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-1
263964,-0.46,-0.1,-0.12,-0.19,-0.32,LACNIC,1,4,BR,2,South America,Cable/DSL/ISP,Open,0,0,1,,,,-1
270950,-0.46,-0.13,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9900000000000001
269007,-0.46,-0.09,-0.12,-0.19,-0.32,LACNIC,1,1,BR,2,South America,Cable/DSL/ISP,Open,1,0,1,,,,-0.99
269069,-0.46,-0.18,-0.07,-0.12,-0.28,LACNIC,1,1,BR,1,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.99
271357,-0.46,-0.18,-0.03,-0.19,-0.32,LACNIC,1,3,BR,3,South America,Cable/DSL/ISP,Open,1,0,1,,,,-0.99
272568,-0.46,-0.18,-0.07,-0.19,-0.28,LACNIC,1,1,BR,1,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.99
266066,-0.46,-0.09,-0.12,-0.19,-0.32,LACNIC,1,3,BR,2,South America,Cable/DSL/ISP,Open,0,0,1,,,,-0.99
268938,-0.46,-0.18,-0.07,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.99
52269,-0.24,-0.62,-0.12,0,-0.01,LACNIC,1,0,CO,2,,,,,,0,,,,-0.99
61594,-0.46,-0.18,-0.07,-0.19,-0.28,LACNIC,1,1,BR,1,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.99
264083,-0.46,-0.18,-0.12,-0.12,-0.22,LACNIC,1,1,BR,2,South America,Non-Profit,Open,2,0,1,,,,-0.98
264375,-0.46,-0.05,-0.12,-0.19,-0.35,LACNIC,1,11,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.98
268237,-0.46,-0.09,-0.12,-0.19,-0.31,LACNIC,1,3,BR,2,South America,Not Disclosed,Open,0,0,1,,,,-0.98
268256,-0.46,-0.05,-0.12,-0.19,-0.35,LACNIC,1,4,BR,2,South America,Enterprise,Open,0,0,1,,,,-0.98
271337,-0.46,-0.1,-0.04,-0.19,-0.37,LACNIC,2,12,BR,9,South America,Not Disclosed,Open,0,0,1,,,,-0.9700000000000001
61735,-0.46,-0.14,-0.09,-0.12,-0.28,LACNIC,1,2,BR,3,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.9700000000000001
264893,-0.46,-0.09,-0.12,-0.19,-0.3,LACNIC,1,2,BR,2,South America,Enterprise,Open,0,0,1,,,,-0.97
267101,-0.46,-0.05,-0.12,-0.19,-0.34,LACNIC,1,5,BR,2,South America,Cable/DSL/ISP,Open,0,0,1,,,,-0.97
271541,-0.46,-0.18,-0.03,0.1,-0.3,LACNIC,1,3,BR,4,South America,Enterprise,Selective,0,0,1,,,,-0.97
61749,-0.46,-0.18,-0.12,-0.19,-0.21,LACNIC,1,1,BR,2,South America,Educational/Research,Open,0,0,1,,,,-0.97
270398,-0.46,-0.18,-0.04,-0.19,-0.28,LACNIC,1,2,BR,12,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9600000000000001
270685,-0.46,-0.18,-0.04,-0.19,-0.28,LACNIC,1,3,BR,12,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9600000000000001
268961,-0.46,-0.18,-0.04,-0.19,-0.28,LACNIC,1,3,BR,6,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9600000000000001
267114,-0.46,-0.05,-0.12,-0.19,-0.33,LACNIC,1,5,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.96
270365,-0.46,-0.18,-0.12,-0.19,-0.2,LACNIC,1,1,BR,2,South America,Cable/DSL/ISP,Open,0,1,1,,,,-0.96
270268,-0.46,-0.09,-0.07,-0.19,-0.33,LACNIC,1,3,BR,1,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000002
263408,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
264533,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,2,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
264894,-0.46,-0.09,-0.12,-0.12,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.9500000000000001
264975,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
265257,-0.46,-0.09,-0.12,-0.12,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.9500000000000001
265486,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
266204,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
266229,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
266479,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
266572,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
266597,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,2,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
267052,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
267068,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
267090,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
267306,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,2,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
267309,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
267518,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
267537,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,2,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
267631,-0.46,-0.09,-0.12,-0.12,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.9500000000000001
267963,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
268031,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
268033,-0.46,-0.09,-0.12,-0.12,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.9500000000000001
268095,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
268130,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
268135,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
269340,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
269505,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
269713,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
270496,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,2,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
270555,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
270569,-0.46,-0.09,-0.12,-0.12,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.9500000000000001
270713,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
270840,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
270937,-0.46,-0.09,-0.12,-0.12,-0.28,LACNIC,1,2,BR,2,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.9500000000000001
271128,-0.46,-0.09,-0.12,-0.12,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,,1,0,1,,,,-0.9500000000000001
271575,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
11644,-0.46,-0.18,-0.03,-0.19,-0.28,LACNIC,1,2,BR,16,Not Disclosed,Not Disclosed,Open,1,0,1,,,,-0.9500000000000001
264867,-0.46,-0.09,-0.12,-0.12,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.9500000000000001
264917,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,2,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
28175,-0.46,-0.09,-0.12,-0.12,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.9500000000000001
266415,-0.46,-0.18,-0.03,-0.19,-0.28,LACNIC,1,3,BR,5,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
266594,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
267040,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
267369,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,2,BR,2,Not Disclosed,Not Disclosed,Open,1,0,1,,,,-0.9500000000000001
267564,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
269010,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,2,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
269055,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
269186,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,2,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
269663,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
269677,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
270415,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,2,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
270453,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
270875,-0.46,-0.09,-0.12,-0.12,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.9500000000000001
270886,-0.46,-0.09,-0.12,-0.12,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.9500000000000001
52577,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,1,1,,,,-0.9500000000000001
52633,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
270995,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,2,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
52882,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,South America,NSP,Open,0,0,1,,,,-0.9500000000000001
52910,-0.46,-0.18,-0.03,-0.19,-0.28,LACNIC,1,1,BR,4,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
53011,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
271061,-0.46,-0.09,-0.12,-0.12,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.9500000000000001
271132,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
271189,-0.46,-0.09,-0.12,-0.12,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.9500000000000001
61677,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
61771,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
61831,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,1,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
61853,-0.46,-0.09,-0.12,-0.19,-0.28,LACNIC,1,3,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9500000000000001
265007,-0.46,-0.05,-0.12,-0.19,-0.32,LACNIC,1,5,BR,2,South America,Cable/DSL/ISP,Open,0,0,1,,,,-0.95
267331,-0.46,-0.18,-0.12,-0.19,-0.19,LACNIC,1,2,BR,2,South America,Cable/DSL/ISP,Open,1,0,1,,,,-0.95
268353,-0.46,-0.05,-0.12,-0.19,-0.32,LACNIC,1,7,BR,2,South America,Cable/DSL/ISP,Open,0,0,1,,,,-0.95
268196,-0.46,-0.18,-0.09,-0.19,-0.22,LACNIC,1,2,BR,3,South America,Non-Profit,Open,0,0,1,,,,-0.95
264229,-0.46,-0.09,-0.12,-0.19,-0.27,LACNIC,1,3,BR,2,South America,Cable/DSL/ISP,Open,0,0,1,,,,-0.9400000000000001
267335,-0.46,-0.02,-0.09,-0.19,-0.37,LACNIC,3,11,BR,4,South America,Not Disclosed,Open,1,0,1,,,,-0.9400000000000001
271388,-0.46,-0.09,-0.12,-0.19,-0.27,LACNIC,1,3,BR,2,Regional,Not Disclosed,Open,1,0,1,,,,-0.9400000000000001
52820,-0.46,-0.18,-0.04,-0.19,-0.26,LACNIC,1,2,BR,8,Not Disclosed,Enterprise,Open,0,0,1,,,,-0.9400000000000001
266742,-0.23,-0.63,-0.07,0,-0.01,LACNIC,1,0,VE,0,,,,,,0,,,,-0.94
270630,-0.46,-0.18,-0.12,-0.19,-0.18,LACNIC,1,3,BR,2,Not Disclosed,Cable/DSL/ISP,Open,0,0,1,,,,-0.94
265437,-0.46,-0.05,-0.12,-0.19,-0.31,LACNIC,1,4,BR,2,South America,Not Disclosed,Open,0,0,1,,,,-0.94
269039,-0.46,-0.04,-0.09,-0.19,-0.35,LACNIC,2,16,BR,3,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.94
272248,-0.46,-0.18,-0.12,-0.19,-0.17,LACNIC,1,1,BR,2,Regional,Not Disclosed,Open,0,0,1,,,,-0.93
267538,-0.46,-0.05,-0.09,-0.19,-0.33,LACNIC,2,12,BR,3,South America,Not Disclosed,Open,0,0,1,,,,-0.9299999999999999
271045,-0.46,-0.05,-0.12,0.1,-0.3,LACNIC,1,11,BR,2,Not Disclosed,Not Disclosed,Selective,0,0,1,,,,-0.9299999999999999
265538,-0.16,-0.68,-0.07,0,-0.01,LACNIC,1,0,MX,2,,,,,,0,,,,-0.9200000000000002
263030,-0.46,-0.09,-0.09,-0.12,-0.28,LACNIC,1,2,BR,4,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.92
266107,-0.46,-0.09,-0.09,-0.12,-0.28,LACNIC,1,3,BR,4,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.92
267087,-0.46,-0.18,0,-0.19,-0.28,LACNIC,1,3,BR,10,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.92
267146,-0.46,-0.09,-0.09,-0.19,-0.28,LACNIC,2,2,BR,4,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.92
267184,-0.46,-0.09,-0.09,-0.19,-0.28,LACNIC,1,2,BR,3,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.92
270922,-0.46,-0.18,0,-0.12,-0.28,LACNIC,1,1,BR,6,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.92
12136,-0.46,-0.18,0,-0.19,-0.28,LACNIC,1,2,BR,13,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.92
267009,-0.46,-0.09,-0.09,-0.19,-0.28,LACNIC,1,1,BR,3,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.92
268477,-0.46,-0.09,-0.09,-0.19,-0.28,LACNIC,1,2,BR,4,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.92
268672,-0.46,-0.18,-0.07,-0.19,-0.21,LACNIC,1,1,BR,1,Not Disclosed,NSP,Open,0,0,1,,,,-0.9199999999999999
271656,-0.46,-0.05,-0.09,-0.19,-0.32,LACNIC,2,8,BR,4,Not Disclosed,Route Server,Open,0,0,1,,,,-0.9199999999999999
266063,-0.46,-0.05,-0.12,-0.19,-0.29,LACNIC,1,5,BR,2,South America,Cable/DSL/ISP,Open,1,0,1,,,,-0.9199999999999999
272450,-0.46,-0.1,-0.07,-0.19,-0.28,LACNIC,2,4,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.9100000000000001
264108,-0.46,-0.09,-0.04,-0.19,-0.32,LACNIC,1,3,BR,8,South America,Cable/DSL/ISP,Open,0,0,1,,,,-0.9100000000000001
266071,-0.46,-0.09,-0.04,-0.19,-0.32,LACNIC,1,3,BR,8,South America,Cable/DSL/ISP,Open,0,0,1,,,,-0.9100000000000001
262486,-0.46,-0.05,-0.12,-0.19,-0.28,LACNIC,1,6,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.91
262541,-0.46,-0.05,-0.12,-0.19,-0.28,LACNIC,1,4,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.91
262551,-0.46,-0.05,-0.12,-0.19,-0.28,LACNIC,1,7,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.91
262656,-0.46,-0.05,-0.12,-0.12,-0.28,LACNIC,1,5,BR,2,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.91
263280,-0.46,-0.05,-0.12,-0.19,-0.28,LACNIC,1,7,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.91
263304,-0.46,-0.05,-0.12,-0.19,-0.28,LACNIC,1,5,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.91
263664,-0.46,-0.05,-0.12,-0.19,-0.28,LACNIC,1,7,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.91
263924,-0.46,-0.05,-0.12,-0.19,-0.28,LACNIC,1,6,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.91
264079,-0.46,-0.05,-0.12,-0.12,-0.28,LACNIC,1,5,BR,2,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.91
264125,-0.46,-0.05,-0.12,-0.19,-0.28,LACNIC,1,5,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.91
264312,-0.46,-0.05,-0.12,-0.19,-0.28,LACNIC,1,5,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.91
264333,-0.46,-0.05,-0.12,-0.19,-0.28,LACNIC,1,4,BR,2,Not Disclosed,Not Disclosed,Open,0,0,1,,,,-0.91
264414,-0.46,-0.05,-0.12,-0.12,-0.28,LACNIC,1,5,BR,2,Not Disclosed,Not Disclosed,,0,0,1,,,,-0.91
