pais,fecha,tipo,cantidad
SV,2016,ipv4,6
SV,2016,ipv6,4
SV,2017,asn,7
SV,2017,ipv4,2
SV,2017,ipv6,3
SV,2018,asn,3
SV,2018,ipv4,5
SV,2018,ipv6,4
SV,2019,asn,9
SV,2019,ipv4,12
SV,2019,ipv6,9
SV,2020,asn,1
SV,2020,ipv4,2
SV,2020,ipv6,2
SV,2021,asn,2
SV,2021,ipv6,2
SX,2004,asn,1
SX,2004,ipv4,1
SX,2005,asn,1
SX,2005,ipv4,1
SX,2007,ipv4,1
SX,2008,asn,1
SX,2008,ipv4,2
SX,2008,ipv6,2
SX,2009,ipv4,1
SX,2010,ipv4,2
SX,2010,ipv6,1
SX,2011,ipv4,1
SX,2014,ipv4,1
SX,2014,ipv6,1
SX,2015,ipv4,1
SX,2015,ipv6,1
SX,2016,ipv4,2
SX,2016,ipv6,1
SX,2017,asn,1
SX,2017,ipv6,1
TT,1994,ipv4,2
TT,1995,asn,1
TT,1995,ipv4,4
TT,1996,ipv4,1
TT,1997,ipv4,1
TT,1999,asn,1
TT,2000,ipv4,1
TT,2002,asn,1
TT,2003,asn,1
TT,2003,ipv4,1
TT,2004,ipv4,1
TT,2005,asn,2
TT,2005,ipv4,9
TT,2006,ipv4,2
TT,2006,ipv6,1
TT,2007,asn,1
TT,2007,ipv4,7
TT,2007,ipv6,1
TT,2008,ipv4,1
TT,2009,asn,1
TT,2009,ipv4,3
TT,2009,ipv6,1
TT,2010,ipv6,1
TT,2011,ipv4,2
TT,2012,ipv4,1
TT,2012,ipv6,1
TT,2013,asn,1
TT,2013,ipv4,3
TT,2013,ipv6,1
TT,2014,asn,2
TT,2014,ipv4,6
TT,2014,ipv6,4
TT,2015,ipv4,4
TT,2016,asn,2
TT,2016,ipv4,5
TT,2017,ipv4,1
TT,2018,asn,1
TT,2018,ipv4,2
TT,2018,ipv6,1
TT,2019,ipv4,1
TT,2019,ipv6,1
TT,2020,asn,1
TT,2020,ipv4,1
TT,2020,ipv6,1
US,2011,ipv4,1
US,2011,ipv6,1
US,2013,ipv4,1
US,2015,ipv6,1
UY,1992,ipv4,2
UY,1994,asn,1
UY,1994,ipv4,2
UY,1995,asn,1
UY,1995,ipv4,1
UY,1996,asn,1
UY,1997,ipv4,3
UY,1999,asn,1
UY,2000,asn,4
UY,2001,asn,3
UY,2002,ipv4,3
UY,2003,ipv4,4
UY,2004,asn,1
UY,2004,ipv4,8
UY,2004,ipv6,1
UY,2005,asn,1
UY,2005,ipv4,5
UY,2005,ipv6,1
UY,2006,asn,2
UY,2006,ipv4,7
UY,2007,asn,2
UY,2007,ipv4,3
UY,2007,ipv6,1
UY,2008,asn,2
UY,2008,ipv4,6
UY,2008,ipv6,5
UY,2009,asn,1
UY,2009,ipv4,5
UY,2009,ipv6,3
UY,2010,asn,6
UY,2010,ipv4,8
UY,2010,ipv6,3
UY,2011,ipv4,2
UY,2011,ipv6,2
UY,2012,asn,1
UY,2012,ipv4,2
UY,2012,ipv6,4
UY,2013,ipv4,3
UY,2014,asn,3
UY,2014,ipv4,10
UY,2014,ipv6,4
UY,2015,ipv4,2
UY,2015,ipv6,1
UY,2016,asn,3
UY,2016,ipv4,1
UY,2016,ipv6,1
UY,2017,ipv4,5
UY,2017,ipv6,2
UY,2018,asn,2
UY,2018,ipv6,1
UY,2021,asn,2
UY,2021,ipv6,1
VE,1987,ipv4,1
VE,1989,ipv4,1
VE,1991,ipv4,3
VE,1992,ipv4,2
VE,1993,ipv4,5
VE,1994,asn,4
VE,1994,ipv4,6
VE,1995,asn,4
VE,1995,ipv4,8
VE,1996,asn,2
VE,1996,ipv4,2
VE,1997,asn,8
VE,1998,asn,2
VE,1998,ipv4,1
VE,1999,asn,3
VE,1999,ipv4,1
VE,2000,asn,5
VE,2000,ipv4,1
VE,2001,asn,7
VE,2001,ipv4,6
VE,2002,asn,2
VE,2002,ipv4,11
VE,2003,asn,2
VE,2003,ipv4,7
VE,2004,ipv4,11
VE,2004,ipv6,1
VE,2005,asn,3
VE,2005,ipv4,5
VE,2005,ipv6,2
VE,2006,asn,4
VE,2006,ipv4,9
VE,2006,ipv6,2
VE,2007,asn,5
VE,2007,ipv4,17
VE,2007,ipv6,6
VE,2008,asn,3
VE,2008,ipv4,7
VE,2008,ipv6,1
VE,2009,asn,1
VE,2009,ipv4,7
VE,2009,ipv6,1
VE,2010,asn,2
VE,2010,ipv4,8
VE,2010,ipv6,1
VE,2011,asn,3
VE,2011,ipv4,12
VE,2011,ipv6,5
VE,2012,asn,2
VE,2012,ipv4,9
VE,2012,ipv6,5
VE,2013,asn,2
VE,2013,ipv4,7
VE,2013,ipv6,6
VE,2014,asn,5
VE,2014,ipv4,15
VE,2014,ipv6,10
VE,2015,asn,4
VE,2015,ipv4,10
VE,2015,ipv6,6
VE,2016,asn,5
VE,2016,ipv4,6
VE,2016,ipv6,4
VE,2017,asn,3
VE,2017,ipv4,9
VE,2017,ipv6,3
VE,2018,asn,8
VE,2018,ipv4,8
VE,2018,ipv6,8
VE,2019,asn,31
VE,2019,ipv4,31
VE,2019,ipv6,30
VE,2020,asn,17
VE,2020,ipv4,14
VE,2020,ipv6,14
VE,2021,asn,15
VE,2021,ipv4,9
VE,2021,ipv6,15
VE,2022,asn,23
VE,2022,ipv4,6
VE,2022,ipv6,22
